Hourly measurement data supplied by UK-air on 04/05/2026
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"London Bexley",,,,"London Bloomsbury",,,,"London Eltham",,,,"London Harlington",,,,"London Hillingdon",,,,"London Honor Oak Park",,,,"London Marylebone Road",,,,,,"London N. Kensington",,,,,,"London Teddington Bushy Park",,,,"London Westminster",
Latitude,,51.466030,,,,51.522290,,,,51.452580,,,,51.488790,,,,51.496330,,,,51.449674,,,,51.522530,,,,,,51.521050,,,,,,51.425286,,,,51.494670,,
Longitude,,0.184806,,,,-0.125889,,,,0.070766,,,,-0.441614,,,,-0.460861,,,,-0.037418,,,,-0.154611,,,,,,-0.213419,,,,,,-0.345606,,,,-0.131931,,
Site Type,,Suburban Background,,,,Urban Background,,,,Suburban Background,,,,Urban Industrial,,,,Urban Background,,,,Urban Background,,,,Urban Traffic,,,,,,Urban Background,,,,,,Urban Background,,,,Urban Background,,
Zone,,Greater London,,,,Greater London,,,,Greater London,,,,Greater London,,,,Greater London,,,,Greater London,,,,Greater London,,,,,,Greater London,,,,,,Greater London,,,,Greater London,,
Agglomeration,,Greater London Urban Area,,,,Greater London Urban Area,,,,Greater London Urban Area,,,,Greater London Urban Area,,,,Greater London Urban Area,,,,Greater London Urban Area,,,,Greater London Urban Area,,,,,,Greater London Urban Area,,,,,,Greater London Urban Area,,,,Greater London Urban Area,,
Local Authority,,"Bexley",,,,"Camden",,,,"Greenwich",,,,"Hillingdon",,,,"Hillingdon",,,,"Lewisham",,,,"Westminster",,,,,,"Kensington",,,,,,"Richmond",,,,"Westminster",,
Date,Time,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status
2022-01-01,01:00:00,12.9,V ugm-3 (FIDAS),10.283,V ugm-3 (Ref.eq),19.421,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),15.59,V ugm-3 (FIDAS),12.427,V ugm-3 (Ref.eq),,,,,18.5,V ugm-3 (FIDAS),15.189,V ugm-3 (Ref.eq),0.244482,V mgm-3,18.358,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.209556,V mgm-3,14.9,V ugm-3 (FIDAS),12.076,V ugm-3 (Ref.eq),16,V ugm-3 (FIDAS),11.887,V ugm-3 (Ref.eq),17,V ugm-3 (BAM)
2022-01-01,02:00:00,14.6,V ugm-3 (FIDAS),11.321,V ugm-3 (Ref.eq),12.657,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),13.158,V ugm-3 (FIDAS),10.226,V ugm-3 (Ref.eq),,,,,16.4,V ugm-3 (FIDAS),12.642,V ugm-3 (Ref.eq),0.337618,V mgm-3,21.256,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.197914,V mgm-3,16.3,V ugm-3 (FIDAS),12.642,V ugm-3 (Ref.eq),14.925,V ugm-3 (FIDAS),11.014,V ugm-3 (Ref.eq),7,V ugm-3 (BAM)
2022-01-01,03:00:00,13.5,V ugm-3 (FIDAS),10.755,V ugm-3 (Ref.eq),22.319,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),12.653,V ugm-3 (FIDAS),9.661,V ugm-3 (Ref.eq),,,,,13.9,V ugm-3 (FIDAS),11.038,V ugm-3 (Ref.eq),0.29105,V mgm-3,25.121,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.221198,V mgm-3,15.4,V ugm-3 (FIDAS),11.604,V ugm-3 (Ref.eq),13.975,V ugm-3 (FIDAS),10.377,V ugm-3 (Ref.eq),8,V ugm-3 (BAM)
2022-01-01,04:00:00,12.7,V ugm-3 (FIDAS),9.528,V ugm-3 (Ref.eq),17.488,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),12.578,V ugm-3 (FIDAS),9.232,V ugm-3 (Ref.eq),,,,,12.6,V ugm-3 (FIDAS),9.717,V ugm-3 (Ref.eq),0.29105,V mgm-3,16.425,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.186272,V mgm-3,13.6,V ugm-3 (FIDAS),10.189,V ugm-3 (Ref.eq),14.225,V ugm-3 (FIDAS),10.189,V ugm-3 (Ref.eq),12,V ugm-3 (BAM)
2022-01-01,05:00:00,10.8,V ugm-3 (FIDAS),7.547,V ugm-3 (Ref.eq),13.623,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),10.367,V ugm-3 (FIDAS),7.719,V ugm-3 (Ref.eq),,,,,10.7,V ugm-3 (FIDAS),7.453,V ugm-3 (Ref.eq),0.244482,V mgm-3,20.29,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.186272,V mgm-3,10.9,V ugm-3 (FIDAS),8.302,V ugm-3 (Ref.eq),11.3,V ugm-3 (FIDAS),7.736,V ugm-3 (Ref.eq),8,V ugm-3 (BAM)
2022-01-01,06:00:00,10.1,V ugm-3 (FIDAS),6.887,V ugm-3 (Ref.eq),16.522,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),8.192,V ugm-3 (FIDAS),5.967,V ugm-3 (Ref.eq),,,,,9.5,V ugm-3 (FIDAS),6.509,V ugm-3 (Ref.eq),0.209556,V mgm-3,8.696,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.17463,V mgm-3,9.3,V ugm-3 (FIDAS),6.698,V ugm-3 (Ref.eq),10,V ugm-3 (FIDAS),6.627,V ugm-3 (Ref.eq),5,V ugm-3 (BAM)
2022-01-01,07:00:00,11.9,V ugm-3 (FIDAS),8.019,V ugm-3 (Ref.eq),14.59,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),8.63,V ugm-3 (FIDAS),6.396,V ugm-3 (Ref.eq),,,,,9.9,V ugm-3 (FIDAS),7.076,V ugm-3 (Ref.eq),0.186272,V mgm-3,13.527,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.17463,V mgm-3,10.3,V ugm-3 (FIDAS),6.887,V ugm-3 (Ref.eq),11.325,V ugm-3 (FIDAS),7.429,V ugm-3 (Ref.eq),5,V ugm-3 (BAM)
2022-01-01,08:00:00,10.9,V ugm-3 (FIDAS),7.547,V ugm-3 (Ref.eq),10.725,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),9.078,V ugm-3 (FIDAS),6.135,V ugm-3 (Ref.eq),,,,,8.9,V ugm-3 (FIDAS),6.132,V ugm-3 (Ref.eq),0.209556,V mgm-3,8.696,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.162988,V mgm-3,10,V ugm-3 (FIDAS),6.887,V ugm-3 (Ref.eq),11.25,V ugm-3 (FIDAS),7.311,V ugm-3 (Ref.eq),6,V ugm-3 (BAM)
2022-01-01,09:00:00,11.1,V ugm-3 (FIDAS),7.076,V ugm-3 (Ref.eq),15.556,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),8.31,V ugm-3 (FIDAS),5.787,V ugm-3 (Ref.eq),,,,,9.2,V ugm-3 (FIDAS),5.943,V ugm-3 (Ref.eq),0.197914,V mgm-3,14.493,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.139704,V mgm-3,9.2,V ugm-3 (FIDAS),5.943,V ugm-3 (Ref.eq),10.825,V ugm-3 (FIDAS),6.722,V ugm-3 (Ref.eq),7,V ugm-3 (BAM)
2022-01-01,10:00:00,10.2,V ugm-3 (FIDAS),6.415,V ugm-3 (Ref.eq),6.86,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),9.584,V ugm-3 (FIDAS),6.255,V ugm-3 (Ref.eq),,,,,10.1,V ugm-3 (FIDAS),5.943,V ugm-3 (Ref.eq),0.209556,V mgm-3,15.459,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.151346,V mgm-3,10.3,V ugm-3 (FIDAS),6.415,V ugm-3 (Ref.eq),10.5,V ugm-3 (FIDAS),6.486,V ugm-3 (Ref.eq),5,V ugm-3 (BAM)
2022-01-01,11:00:00,11.2,V ugm-3 (FIDAS),6.226,V ugm-3 (Ref.eq),15.556,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),11.42,V ugm-3 (FIDAS),6.359,V ugm-3 (Ref.eq),,,,,10.8,V ugm-3 (FIDAS),6.415,V ugm-3 (Ref.eq),0.244482,V mgm-3,21.256,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.151346,V mgm-3,11.9,V ugm-3 (FIDAS),6.792,V ugm-3 (Ref.eq),13.525,V ugm-3 (FIDAS),7.264,V ugm-3 (Ref.eq),4,V ugm-3 (BAM)
2022-01-01,12:00:00,12.8,V ugm-3 (FIDAS),7.076,V ugm-3 (Ref.eq),17.488,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),12.603,V ugm-3 (FIDAS),7.108,V ugm-3 (Ref.eq),,,,,14.9,V ugm-3 (FIDAS),7.547,V ugm-3 (Ref.eq),0.279408,V mgm-3,22.223,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.162988,V mgm-3,15.3,V ugm-3 (FIDAS),8.208,V ugm-3 (Ref.eq),16.225,V ugm-3 (FIDAS),8.326,V ugm-3 (Ref.eq),10,V ugm-3 (BAM)
2022-01-01,13:00:00,16.4,V ugm-3 (FIDAS),8.585,V ugm-3 (Ref.eq),19.421,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),15.468,V ugm-3 (FIDAS),8.378,V ugm-3 (Ref.eq),,,,,17.9,V ugm-3 (FIDAS),8.868,V ugm-3 (Ref.eq),0.267766,V mgm-3,20.29,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.162988,V mgm-3,18.4,V ugm-3 (FIDAS),9.245,V ugm-3 (Ref.eq),19.15,V ugm-3 (FIDAS),9.292,V ugm-3 (Ref.eq),14,V ugm-3 (BAM)
2022-01-01,14:00:00,18.7,V ugm-3 (FIDAS),9.528,V ugm-3 (Ref.eq),20.387,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),16.73,V ugm-3 (FIDAS),8.97,V ugm-3 (Ref.eq),,,,,18.5,V ugm-3 (FIDAS),9.528,V ugm-3 (Ref.eq),0.256124,V mgm-3,23.189,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.186272,V mgm-3,18,V ugm-3 (FIDAS),10.094,V ugm-3 (Ref.eq),20.95,V ugm-3 (FIDAS),10.684,V ugm-3 (Ref.eq),11,V ugm-3 (BAM)
2022-01-01,15:00:00,19.9,V ugm-3 (FIDAS),10.283,V ugm-3 (Ref.eq),21.353,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),17.17,V ugm-3 (FIDAS),9.649,V ugm-3 (Ref.eq),,,,,19,V ugm-3 (FIDAS),10,V ugm-3 (Ref.eq),0.256124,V mgm-3,26.087,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.17463,V mgm-3,19.2,V ugm-3 (FIDAS),11.226,V ugm-3 (Ref.eq),22.3,V ugm-3 (FIDAS),11.934,V ugm-3 (Ref.eq),9,V ugm-3 (BAM)
2022-01-01,16:00:00,20,V ugm-3 (FIDAS),10.849,V ugm-3 (Ref.eq),19.421,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),16.68,V ugm-3 (FIDAS),9.706,V ugm-3 (Ref.eq),,,,,19.4,V ugm-3 (FIDAS),10.566,V ugm-3 (Ref.eq),0.29105,V mgm-3,19.324,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.186272,V mgm-3,20.5,V ugm-3 (FIDAS),11.415,V ugm-3 (Ref.eq),21.75,V ugm-3 (FIDAS),11.392,V ugm-3 (Ref.eq),8,V ugm-3 (BAM)
2022-01-01,17:00:00,20.8,V ugm-3 (FIDAS),11.321,V ugm-3 (Ref.eq),26.184,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),20.553,V ugm-3 (FIDAS),11.63,V ugm-3 (Ref.eq),,,,,21.4,V ugm-3 (FIDAS),11.604,V ugm-3 (Ref.eq),0.279408,V mgm-3,30.918,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.197914,V mgm-3,24.9,V ugm-3 (FIDAS),13.491,V ugm-3 (Ref.eq),28.15,V ugm-3 (FIDAS),14.222,V ugm-3 (Ref.eq),10,V ugm-3 (BAM)
2022-01-01,18:00:00,18.4,V ugm-3 (FIDAS),10.755,V ugm-3 (Ref.eq),30.049,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),20.02,V ugm-3 (FIDAS),10.908,V ugm-3 (Ref.eq),,,,,17,V ugm-3 (FIDAS),10.283,V ugm-3 (Ref.eq),0.314334,V mgm-3,28.986,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.197914,V mgm-3,23,V ugm-3 (FIDAS),12.925,V ugm-3 (Ref.eq),25.3,V ugm-3 (FIDAS),12.901,V ugm-3 (Ref.eq),7,V ugm-3 (BAM)
2022-01-01,19:00:00,21.8,V ugm-3 (FIDAS),12.453,V ugm-3 (Ref.eq),25.218,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),18.443,V ugm-3 (FIDAS),10.87,V ugm-3 (Ref.eq),,,,,19.9,V ugm-3 (FIDAS),11.698,V ugm-3 (Ref.eq),0.279408,V mgm-3,26.087,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.209556,V mgm-3,23,V ugm-3 (FIDAS),13.019,V ugm-3 (Ref.eq),25.325,V ugm-3 (FIDAS),13.373,V ugm-3 (Ref.eq),12,V ugm-3 (BAM)
2022-01-01,20:00:00,23.5,V ugm-3 (FIDAS),13.302,V ugm-3 (Ref.eq),25.218,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),19.285,V ugm-3 (FIDAS),11.538,V ugm-3 (Ref.eq),,,,,25.3,V ugm-3 (FIDAS),13.679,V ugm-3 (Ref.eq),0.325976,V mgm-3,32.851,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.221198,V mgm-3,23.4,V ugm-3 (FIDAS),14.057,V ugm-3 (Ref.eq),24.25,V ugm-3 (FIDAS),13.443,V ugm-3 (Ref.eq),13,V ugm-3 (BAM)
2022-01-01,21:00:00,23.4,V ugm-3 (FIDAS),13.113,V ugm-3 (Ref.eq),27.15,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),18.62,V ugm-3 (FIDAS),11.283,V ugm-3 (Ref.eq),,,,,23.1,V ugm-3 (FIDAS),12.642,V ugm-3 (Ref.eq),0.302692,V mgm-3,32.851,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.209556,V mgm-3,22.6,V ugm-3 (FIDAS),13.491,V ugm-3 (Ref.eq),25.7,V ugm-3 (FIDAS),13.726,V ugm-3 (Ref.eq),9,V ugm-3 (BAM)
2022-01-01,22:00:00,23,V ugm-3 (FIDAS),12.642,V ugm-3 (Ref.eq),27.15,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),20.255,V ugm-3 (FIDAS),11.88,V ugm-3 (Ref.eq),,,,,22.4,V ugm-3 (FIDAS),12.642,V ugm-3 (Ref.eq),0.314334,V mgm-3,33.817,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.221198,V mgm-3,24.3,V ugm-3 (FIDAS),13.679,V ugm-3 (Ref.eq),25.3,V ugm-3 (FIDAS),13.703,V ugm-3 (Ref.eq),10,V ugm-3 (BAM)
2022-01-01,23:00:00,20.9,V ugm-3 (FIDAS),12.359,V ugm-3 (Ref.eq),28.116,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),17.523,V ugm-3 (FIDAS),10.557,V ugm-3 (Ref.eq),,,,,21.4,V ugm-3 (FIDAS),12.359,V ugm-3 (Ref.eq),0.314334,V mgm-3,29.952,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.209556,V mgm-3,24,V ugm-3 (FIDAS),13.585,V ugm-3 (Ref.eq),24.375,V ugm-3 (FIDAS),13.302,V ugm-3 (Ref.eq),11,V ugm-3 (BAM)
2022-01-01,24:00:00,10.2,V ugm-3 (FIDAS),6.415,V ugm-3 (Ref.eq),22.319,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),16.848,V ugm-3 (FIDAS),9.907,V ugm-3 (Ref.eq),,,,,14.3,V ugm-3 (FIDAS),8.868,V ugm-3 (Ref.eq),0.267766,V mgm-3,23.189,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.209556,V mgm-3,21.5,V ugm-3 (FIDAS),12.453,V ugm-3 (Ref.eq),18.75,V ugm-3 (FIDAS),10.896,V ugm-3 (Ref.eq),7,V ugm-3 (BAM)
2022-01-02,01:00:00,4.2,V ugm-3 (FIDAS),3.019,V ugm-3 (Ref.eq),5.894,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),8.136,V ugm-3 (FIDAS),5.512,V ugm-3 (Ref.eq),,,,,4.7,V ugm-3 (FIDAS),3.302,V ugm-3 (Ref.eq),0.244482,V mgm-3,13.527,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.197914,V mgm-3,9.4,V ugm-3 (FIDAS),6.226,V ugm-3 (Ref.eq),6.225,V ugm-3 (FIDAS),4.269,V ugm-3 (Ref.eq),5,V ugm-3 (BAM)
2022-01-02,02:00:00,6,V ugm-3 (FIDAS),3.962,V ugm-3 (Ref.eq),8.792,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),6.557,V ugm-3 (FIDAS),4.375,V ugm-3 (Ref.eq),,,,,5.4,V ugm-3 (FIDAS),3.774,V ugm-3 (Ref.eq),0.209556,V mgm-3,10.628,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.186272,V mgm-3,6.2,V ugm-3 (FIDAS),4.245,V ugm-3 (Ref.eq),7.275,V ugm-3 (FIDAS),4.693,V ugm-3 (Ref.eq),3,V ugm-3 (BAM)
2022-01-02,03:00:00,10.1,V ugm-3 (FIDAS),6.415,V ugm-3 (Ref.eq),5.894,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),7.369,V ugm-3 (FIDAS),4.677,V ugm-3 (Ref.eq),,,,,6.5,V ugm-3 (FIDAS),4.434,V ugm-3 (Ref.eq),0.197914,V mgm-3,9.662,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.197914,V mgm-3,7.4,V ugm-3 (FIDAS),4.717,V ugm-3 (Ref.eq),8.05,V ugm-3 (FIDAS),4.929,V ugm-3 (Ref.eq),3,V ugm-3 (BAM)
2022-01-02,04:00:00,5.9,V ugm-3 (FIDAS),3.868,V ugm-3 (Ref.eq),6.86,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),6.863,V ugm-3 (FIDAS),4.308,V ugm-3 (Ref.eq),,,,,4.8,V ugm-3 (FIDAS),3.302,V ugm-3 (Ref.eq),0.186272,V mgm-3,8.696,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.17463,V mgm-3,6.6,V ugm-3 (FIDAS),4.34,V ugm-3 (Ref.eq),6.55,V ugm-3 (FIDAS),4.057,V ugm-3 (Ref.eq),4,V ugm-3 (BAM)
2022-01-02,05:00:00,3.6,V ugm-3 (FIDAS),2.17,V ugm-3 (Ref.eq),5.894,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),5.278,V ugm-3 (FIDAS),3.226,V ugm-3 (Ref.eq),,,,,3,V ugm-3 (FIDAS),1.887,V ugm-3 (Ref.eq),0.17463,V mgm-3,4.831,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.17463,V mgm-3,4,V ugm-3 (FIDAS),2.736,V ugm-3 (Ref.eq),4.85,V ugm-3 (FIDAS),2.972,V ugm-3 (Ref.eq),3,V ugm-3 (BAM)
2022-01-02,06:00:00,6.7,V ugm-3 (FIDAS),3.868,V ugm-3 (Ref.eq),8.792,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),5.255,V ugm-3 (FIDAS),3.325,V ugm-3 (Ref.eq),,,,,5.1,V ugm-3 (FIDAS),3.208,V ugm-3 (Ref.eq),0.162988,V mgm-3,7.73,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.151346,V mgm-3,6.3,V ugm-3 (FIDAS),4.057,V ugm-3 (Ref.eq),7.375,V ugm-3 (FIDAS),4.505,V ugm-3 (Ref.eq),3,V ugm-3 (BAM)
2022-01-02,07:00:00,3.8,V ugm-3 (FIDAS),2.359,V ugm-3 (Ref.eq),9.759,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),3.214,V ugm-3 (FIDAS),2.084,V ugm-3 (Ref.eq),,,,,2.9,V ugm-3 (FIDAS),1.698,V ugm-3 (Ref.eq),0.197914,V mgm-3,7.73,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.151346,V mgm-3,4.1,V ugm-3 (FIDAS),2.547,V ugm-3 (Ref.eq),3.575,V ugm-3 (FIDAS),2.052,V ugm-3 (Ref.eq),3,V ugm-3 (BAM)
2022-01-02,08:00:00,3.1,V ugm-3 (FIDAS),1.698,V ugm-3 (Ref.eq),4.928,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),3.252,V ugm-3 (FIDAS),1.816,V ugm-3 (Ref.eq),,,,,3.2,V ugm-3 (FIDAS),1.604,V ugm-3 (Ref.eq),0.221198,V mgm-3,5.797,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.128062,V mgm-3,3.8,V ugm-3 (FIDAS),2.075,V ugm-3 (Ref.eq),4.05,V ugm-3 (FIDAS),2.075,V ugm-3 (Ref.eq),1,V ugm-3 (BAM)
2022-01-02,09:00:00,3.2,V ugm-3 (FIDAS),1.887,V ugm-3 (Ref.eq),7.826,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),3.781,V ugm-3 (FIDAS),2,V ugm-3 (Ref.eq),,,,,3.8,V ugm-3 (FIDAS),1.981,V ugm-3 (Ref.eq),0.244482,V mgm-3,8.696,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.151346,V mgm-3,4.7,V ugm-3 (FIDAS),2.359,V ugm-3 (Ref.eq),5.075,V ugm-3 (FIDAS),2.359,V ugm-3 (Ref.eq),-1,V ugm-3 (BAM)
2022-01-02,10:00:00,3.8,V ugm-3 (FIDAS),1.981,V ugm-3 (Ref.eq),4.928,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),3.207,V ugm-3 (FIDAS),1.782,V ugm-3 (Ref.eq),,,,,3.9,V ugm-3 (FIDAS),1.981,V ugm-3 (Ref.eq),0.256124,V mgm-3,7.73,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.151346,V mgm-3,4,V ugm-3 (FIDAS),2.17,V ugm-3 (Ref.eq),4.15,V ugm-3 (FIDAS),2.099,V ugm-3 (Ref.eq),3,V ugm-3 (BAM)
2022-01-02,11:00:00,3.4,V ugm-3 (FIDAS),1.887,V ugm-3 (Ref.eq),1.063,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),2.766,V ugm-3 (FIDAS),1.496,V ugm-3 (Ref.eq),,,,,3.6,V ugm-3 (FIDAS),1.981,V ugm-3 (Ref.eq),0.314334,V mgm-3,8.696,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.139704,V mgm-3,3.3,V ugm-3 (FIDAS),1.887,V ugm-3 (Ref.eq),3.75,V ugm-3 (FIDAS),1.981,V ugm-3 (Ref.eq),4,V ugm-3 (BAM)
2022-01-02,12:00:00,3.8,V ugm-3 (FIDAS),2.075,V ugm-3 (Ref.eq),3.961,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),2.542,V ugm-3 (FIDAS),1.546,V ugm-3 (Ref.eq),,,,,3.6,V ugm-3 (FIDAS),1.981,V ugm-3 (Ref.eq),0.314334,V mgm-3,9.662,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.151346,V mgm-3,3.5,V ugm-3 (FIDAS),2.075,V ugm-3 (Ref.eq),4.2,V ugm-3 (FIDAS),2.146,V ugm-3 (Ref.eq),2,V ugm-3 (BAM)
2022-01-02,13:00:00,4.7,V ugm-3 (FIDAS),2.264,V ugm-3 (Ref.eq),6.86,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),3.441,V ugm-3 (FIDAS),1.9,V ugm-3 (Ref.eq),,,,,4,V ugm-3 (FIDAS),2.075,V ugm-3 (Ref.eq),0.360902,V mgm-3,10.628,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),0.151346,V mgm-3,4.1,V ugm-3 (FIDAS),2.075,V ugm-3 (Ref.eq),5.225,V ugm-3 (FIDAS),2.382,V ugm-3 (Ref.eq),1,V ugm-3 (BAM)
