Site Type,,Suburban Background,,,,Urban Background,,,,Suburban Background,,,,Urban Industrial,,,,Urban Background,,Urban Background,,,,Urban Traffic,,,,,,Urban Background,,,,,,Urban Background,,,,Urban Background,,
Zone,,Greater London,,,,Greater London,,,,Greater London,,,,Greater London,,,,Greater London,,Greater London,,,,Greater London,,,,,,Greater London,,,,,,Greater London,,,,Greater London,,
Agglomeration,,Greater London Urban Area,,,,Greater London Urban Area,,,,Greater London Urban Area,,,,Greater London Urban Area,,,,Greater London Urban Area,,Greater London Urban Area,,,,Greater London Urban Area,,,,,,Greater London Urban Area,,,,,,Greater London Urban Area,,,,Greater London Urban Area,,
Local Authority,,"Bexley",,,,"Camden",,,,"Greenwich",,,,"Hillingdon",,,,"Hillingdon",,"Lewisham",,,,"Westminster",,,,,,"Kensington",,,,,,"Richmond",,,,"Westminster",,
Date,Time,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status
2021-09-09,19:00:00,8.4,V ugm-3 (FIDAS),4.434,V ugm-3 (Ref.eq),5.894,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),4,V ugm-3 (FIDAS),2.359,V ugm-3 (Ref.eq),4.112,V ugm-3 (FIDAS),2.064,V ugm-3 (Ref.eq),,,4.9,V ugm-3 (FIDAS),2.642,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,3.9,V ugm-3 (FIDAS),2.264,V ugm-3 (Ref.eq),6.8,V ugm-3 (FIDAS),2.359,V ugm-3 (Ref.eq),3,V ugm-3 (BAM)
2021-09-09,20:00:00,6.7,V ugm-3 (FIDAS),3.679,V ugm-3 (Ref.eq),8.792,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),4,V ugm-3 (FIDAS),2.17,V ugm-3 (Ref.eq),4.103,V ugm-3 (FIDAS),2.311,V ugm-3 (Ref.eq),,,5.1,V ugm-3 (FIDAS),2.83,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,4,V ugm-3 (FIDAS),2.453,V ugm-3 (Ref.eq),4.575,V ugm-3 (FIDAS),2.335,V ugm-3 (Ref.eq),4,V ugm-3 (BAM)
2021-09-09,21:00:00,8.8,V ugm-3 (FIDAS),4.151,V ugm-3 (Ref.eq),6.86,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),4.2,V ugm-3 (FIDAS),2.642,V ugm-3 (Ref.eq),4.361,V ugm-3 (FIDAS),2.365,V ugm-3 (Ref.eq),,,4.5,V ugm-3 (FIDAS),2.736,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,4.1,V ugm-3 (FIDAS),2.642,V ugm-3 (Ref.eq),5.3,V ugm-3 (FIDAS),3.278,V ugm-3 (Ref.eq),4,V ugm-3 (BAM)
2021-09-09,22:00:00,10.1,V ugm-3 (FIDAS),3.868,V ugm-3 (Ref.eq),7.826,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),4.6,V ugm-3 (FIDAS),3.019,V ugm-3 (Ref.eq),4.225,V ugm-3 (FIDAS),2.459,V ugm-3 (Ref.eq),,,5.2,V ugm-3 (FIDAS),2.925,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,4.3,V ugm-3 (FIDAS),2.736,V ugm-3 (Ref.eq),5.25,V ugm-3 (FIDAS),3.302,V ugm-3 (Ref.eq),3,V ugm-3 (BAM)
2021-09-09,23:00:00,6.4,V ugm-3 (FIDAS),3.491,V ugm-3 (Ref.eq),8.792,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),5,V ugm-3 (FIDAS),2.83,V ugm-3 (Ref.eq),5.073,V ugm-3 (FIDAS),2.822,V ugm-3 (Ref.eq),,,5.5,V ugm-3 (FIDAS),3.491,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,4.6,V ugm-3 (FIDAS),3.019,V ugm-3 (Ref.eq),10.1,V ugm-3 (FIDAS),3.915,V ugm-3 (Ref.eq),1,V ugm-3 (BAM)
2021-09-09,24:00:00,7.2,V ugm-3 (FIDAS),3.396,V ugm-3 (Ref.eq),9.759,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),4,V ugm-3 (FIDAS),2.453,V ugm-3 (Ref.eq),4.852,V ugm-3 (FIDAS),2.992,V ugm-3 (Ref.eq),,,4.5,V ugm-3 (FIDAS),3.113,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,4.7,V ugm-3 (FIDAS),3.019,V ugm-3 (Ref.eq),4.8,V ugm-3 (FIDAS),3.16,V ugm-3 (Ref.eq),6,V ugm-3 (BAM)
2021-09-10,01:00:00,5.6,V ugm-3 (FIDAS),2.642,V ugm-3 (Ref.eq),11.691,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),3.6,V ugm-3 (FIDAS),2.359,V ugm-3 (Ref.eq),5.471,V ugm-3 (FIDAS),3.217,V ugm-3 (Ref.eq),,,4.2,V ugm-3 (FIDAS),2.642,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,5,V ugm-3 (FIDAS),3.302,V ugm-3 (Ref.eq),5.25,V ugm-3 (FIDAS),3.373,V ugm-3 (Ref.eq),4,V ugm-3 (BAM)
2021-09-10,02:00:00,4.6,V ugm-3 (FIDAS),2.453,V ugm-3 (Ref.eq),9.759,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),2.8,V ugm-3 (FIDAS),1.792,V ugm-3 (Ref.eq),5.237,V ugm-3 (FIDAS),3.11,V ugm-3 (Ref.eq),,,4.6,V ugm-3 (FIDAS),2.925,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,4.9,V ugm-3 (FIDAS),3.113,V ugm-3 (Ref.eq),4.8,V ugm-3 (FIDAS),2.995,V ugm-3 (Ref.eq),4,V ugm-3 (BAM)
2021-09-10,03:00:00,7.4,V ugm-3 (FIDAS),2.547,V ugm-3 (Ref.eq),9.759,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),3.3,V ugm-3 (FIDAS),1.887,V ugm-3 (Ref.eq),7.181,V ugm-3 (FIDAS),4.777,V ugm-3 (Ref.eq),,,4.4,V ugm-3 (FIDAS),3.019,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,5.3,V ugm-3 (FIDAS),3.868,V ugm-3 (Ref.eq),5.45,V ugm-3 (FIDAS),3.467,V ugm-3 (Ref.eq),6,V ugm-3 (BAM)
2021-09-10,04:00:00,4.7,V ugm-3 (FIDAS),2.642,V ugm-3 (Ref.eq),9.759,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),3.9,V ugm-3 (FIDAS),2.17,V ugm-3 (Ref.eq),7.872,V ugm-3 (FIDAS),5.205,V ugm-3 (Ref.eq),,,4.6,V ugm-3 (FIDAS),3.302,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,6.4,V ugm-3 (FIDAS),4.623,V ugm-3 (Ref.eq),5.95,V ugm-3 (FIDAS),4.009,V ugm-3 (Ref.eq),7,V ugm-3 (BAM)
2021-09-10,05:00:00,5.2,V ugm-3 (FIDAS),3.208,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),3.9,V ugm-3 (FIDAS),2.264,V ugm-3 (Ref.eq),8.261,V ugm-3 (FIDAS),5.434,V ugm-3 (Ref.eq),,,7.2,V ugm-3 (FIDAS),4.811,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,6.9,V ugm-3 (FIDAS),4.623,V ugm-3 (Ref.eq),7.4,V ugm-3 (FIDAS),4.882,V ugm-3 (Ref.eq),6,V ugm-3 (BAM)
2021-09-10,06:00:00,11.8,V ugm-3 (FIDAS),6.509,V ugm-3 (Ref.eq),15.556,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),5.2,V ugm-3 (FIDAS),3.208,V ugm-3 (Ref.eq),9.573,V ugm-3 (FIDAS),6.445,V ugm-3 (Ref.eq),,,10.7,V ugm-3 (FIDAS),7.547,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,9.3,V ugm-3 (FIDAS),6.698,V ugm-3 (Ref.eq),9.025,V ugm-3 (FIDAS),6.368,V ugm-3 (Ref.eq),5,V ugm-3 (BAM)
2021-09-10,07:00:00,14.6,V ugm-3 (FIDAS),8.396,V ugm-3 (Ref.eq),17.488,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),7.8,V ugm-3 (FIDAS),5.472,V ugm-3 (Ref.eq),9.676,V ugm-3 (FIDAS),6.792,V ugm-3 (Ref.eq),,,12.8,V ugm-3 (FIDAS),8.868,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,10.8,V ugm-3 (FIDAS),7.925,V ugm-3 (Ref.eq),13.475,V ugm-3 (FIDAS),7.028,V ugm-3 (Ref.eq),8,V ugm-3 (BAM)
2021-09-10,08:00:00,11.3,V ugm-3 (FIDAS),7.642,V ugm-3 (Ref.eq),19.421,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),8,V ugm-3 (FIDAS),5.849,V ugm-3 (Ref.eq),10.155,V ugm-3 (FIDAS),6.967,V ugm-3 (Ref.eq),,,11.7,V ugm-3 (FIDAS),7.359,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,11.4,V ugm-3 (FIDAS),7.642,V ugm-3 (Ref.eq),12.65,V ugm-3 (FIDAS),7.193,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-09-10,09:00:00,10.6,V ugm-3 (FIDAS),6.698,V ugm-3 (Ref.eq),16.522,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),8.4,V ugm-3 (FIDAS),5.849,V ugm-3 (Ref.eq),10.796,V ugm-3 (FIDAS),6.143,V ugm-3 (Ref.eq),,,11.6,V ugm-3 (FIDAS),7.076,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,11.3,V ugm-3 (FIDAS),6.604,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-09-10,10:00:00,9.5,V ugm-3 (FIDAS),5.566,V ugm-3 (Ref.eq),15.556,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),8.3,V ugm-3 (FIDAS),5.566,V ugm-3 (Ref.eq),8.872,V ugm-3 (FIDAS),4.359,V ugm-3 (Ref.eq),,,9.7,V ugm-3 (FIDAS),5.66,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,9.9,V ugm-3 (FIDAS),5.094,V ugm-3 (Ref.eq),11.375,V ugm-3 (FIDAS),4.009,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-09-10,11:00:00,9.7,V ugm-3 (FIDAS),4.717,V ugm-3 (Ref.eq),13.623,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),7.1,V ugm-3 (FIDAS),4.34,V ugm-3 (Ref.eq),4.149,V ugm-3 (FIDAS),2.005,V ugm-3 (Ref.eq),,,8.8,V ugm-3 (FIDAS),4.434,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,7.4,V ugm-3 (FIDAS),2.925,V ugm-3 (Ref.eq),42.35,V ugm-3 (FIDAS),5.448,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-09-10,12:00:00,4.8,V ugm-3 (FIDAS),2.642,V ugm-3 (Ref.eq),12.657,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),5.6,V ugm-3 (FIDAS),3.585,V ugm-3 (Ref.eq),4.255,V ugm-3 (FIDAS),2.289,V ugm-3 (Ref.eq),,,5,V ugm-3 (FIDAS),3.113,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,5.8,V ugm-3 (FIDAS),2.547,V ugm-3 (Ref.eq),5.45,V ugm-3 (FIDAS),1.934,V ugm-3 (Ref.eq),5,V ugm-3 (BAM)
2021-09-10,13:00:00,5.3,V ugm-3 (FIDAS),2.83,V ugm-3 (Ref.eq),13.623,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),4.4,V ugm-3 (FIDAS),2.359,V ugm-3 (Ref.eq),3.172,V ugm-3 (FIDAS),1.828,V ugm-3 (Ref.eq),,,8.3,V ugm-3 (FIDAS),4.811,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,6.2,V ugm-3 (FIDAS),2.359,V ugm-3 (Ref.eq),7.675,V ugm-3 (FIDAS),2.146,V ugm-3 (Ref.eq),5,V ugm-3 (BAM)
2021-09-10,14:00:00,6.3,V ugm-3 (FIDAS),3.962,V ugm-3 (Ref.eq),20.387,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),4.4,V ugm-3 (FIDAS),2.642,V ugm-3 (Ref.eq),5.327,V ugm-3 (FIDAS),2.873,V ugm-3 (Ref.eq),,,6.3,V ugm-3 (FIDAS),3.396,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V mgm-3,6.1,V ugm-3 (FIDAS),2.547,V ugm-3 (Ref.eq),6.45,V ugm-3 (FIDAS),3.349,V ugm-3 (Ref.eq),4,V ugm-3 (BAM)
2021-09-10,15:00:00,7.2,V ugm-3 (FIDAS),4.057,V ugm-3 (Ref.eq),3.961,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),5.8,V ugm-3 (FIDAS),3.491,V ugm-3 (Ref.eq),6.518,V ugm-3 (FIDAS),4.157,V ugm-3 (Ref.eq),,,6.6,V ugm-3 (FIDAS),4.057,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),0.221198,V mgm-3,7,V ugm-3 (FIDAS),4.057,V ugm-3 (Ref.eq),9.575,V ugm-3 (FIDAS),4.458,V ugm-3 (Ref.eq),4,V ugm-3 (BAM)
2021-09-10,16:00:00,7.3,V ugm-3 (FIDAS),4.434,V ugm-3 (Ref.eq),26.184,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),5.9,V ugm-3 (FIDAS),3.585,V ugm-3 (Ref.eq),6.952,V ugm-3 (FIDAS),4.231,V ugm-3 (Ref.eq),,,7.5,V ugm-3 (FIDAS),4.34,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),0.197914,V mgm-3,7.9,V ugm-3 (FIDAS),4.434,V ugm-3 (Ref.eq),8.9,V ugm-3 (FIDAS),4.269,V ugm-3 (Ref.eq),5,V ugm-3 (BAM)
2021-09-10,17:00:00,7.3,V ugm-3 (FIDAS),4.528,V ugm-3 (Ref.eq),15.556,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),7.3,V ugm-3 (FIDAS),4.528,V ugm-3 (Ref.eq),5.454,V ugm-3 (FIDAS),3.677,V ugm-3 (Ref.eq),,,7.8,V ugm-3 (FIDAS),4.717,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),0.209556,V mgm-3,7.3,V ugm-3 (FIDAS),4.528,V ugm-3 (Ref.eq),9.9,V ugm-3 (FIDAS),4.528,V ugm-3 (Ref.eq),3,V ugm-3 (BAM)
2021-09-10,18:00:00,7.9,V ugm-3 (FIDAS),4.717,V ugm-3 (Ref.eq),15.556,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),6.6,V ugm-3 (FIDAS),3.962,V ugm-3 (Ref.eq),4.802,V ugm-3 (FIDAS),3.342,V ugm-3 (Ref.eq),,,7.2,V ugm-3 (FIDAS),4.434,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),0.23284,V mgm-3,5.7,V ugm-3 (FIDAS),3.868,V ugm-3 (Ref.eq),8.05,V ugm-3 (FIDAS),5.094,V ugm-3 (Ref.eq),2,V ugm-3 (BAM)
2021-09-10,19:00:00,8,V ugm-3 (FIDAS),4.906,V ugm-3 (Ref.eq),19.421,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),6.4,V ugm-3 (FIDAS),3.774,V ugm-3 (Ref.eq),4.963,V ugm-3 (FIDAS),3.129,V ugm-3 (Ref.eq),,,9.1,V ugm-3 (FIDAS),5.566,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),0.256124,V mgm-3,7.1,V ugm-3 (FIDAS),4.811,V ugm-3 (Ref.eq),7.025,V ugm-3 (FIDAS),4.458,V ugm-3 (Ref.eq),4,V ugm-3 (BAM)
2021-09-10,20:00:00,9.6,V ugm-3 (FIDAS),5.755,V ugm-3 (Ref.eq),13.623,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),6,V ugm-3 (FIDAS),3.868,V ugm-3 (Ref.eq),3.866,V ugm-3 (FIDAS),2.35,V ugm-3 (Ref.eq),,,9,V ugm-3 (FIDAS),5.66,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),0.244482,V mgm-3,6.7,V ugm-3 (FIDAS),4.811,V ugm-3 (Ref.eq),4.425,V ugm-3 (FIDAS),2.948,V ugm-3 (Ref.eq),5,V ugm-3 (BAM)
2021-09-10,21:00:00,7.7,V ugm-3 (FIDAS),5.094,V ugm-3 (Ref.eq),12.657,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),6.7,V ugm-3 (FIDAS),4.245,V ugm-3 (Ref.eq),4.969,V ugm-3 (FIDAS),2.619,V ugm-3 (Ref.eq),,,4.9,V ugm-3 (FIDAS),3.208,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),0.23284,V mgm-3,5.6,V ugm-3 (FIDAS),4.057,V ugm-3 (Ref.eq),3.55,V ugm-3 (FIDAS),2.288,V ugm-3 (Ref.eq),5,V ugm-3 (BAM)
2021-09-10,22:00:00,9.7,V ugm-3 (FIDAS),6.792,V ugm-3 (Ref.eq),16.522,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),5.3,V ugm-3 (FIDAS),3.679,V ugm-3 (Ref.eq),5.571,V ugm-3 (FIDAS),3.569,V ugm-3 (Ref.eq),,,8.2,V ugm-3 (FIDAS),5.283,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),0.221198,V mgm-3,5,V ugm-3 (FIDAS),3.302,V ugm-3 (Ref.eq),6.45,V ugm-3 (FIDAS),4.245,V ugm-3 (Ref.eq),5,V ugm-3 (BAM)
2021-09-10,23:00:00,9.8,V ugm-3 (FIDAS),6.792,V ugm-3 (Ref.eq),7.826,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),7.4,V ugm-3 (FIDAS),5.472,V ugm-3 (Ref.eq),6.723,V ugm-3 (FIDAS),3.89,V ugm-3 (Ref.eq),,,7.9,V ugm-3 (FIDAS),5.189,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),0.221198,V mgm-3,6.1,V ugm-3 (FIDAS),4.245,V ugm-3 (Ref.eq),7.725,V ugm-3 (FIDAS),4.929,V ugm-3 (Ref.eq),5,V ugm-3 (BAM)
2021-09-10,24:00:00,7.2,V ugm-3 (FIDAS),5.094,V ugm-3 (Ref.eq),11.691,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),8.3,V ugm-3 (FIDAS),5.849,V ugm-3 (Ref.eq),6.579,V ugm-3 (FIDAS),4.302,V ugm-3 (Ref.eq),,,7.1,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),0.209556,V mgm-3,6.4,V ugm-3 (FIDAS),4.623,V ugm-3 (Ref.eq),7.975,V ugm-3 (FIDAS),5.071,V ugm-3 (Ref.eq),4,V ugm-3 (BAM)
2021-09-11,01:00:00,7.2,V ugm-3 (FIDAS),5.377,V ugm-3 (Ref.eq),12.657,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),6.3,V ugm-3 (FIDAS),4.528,V ugm-3 (Ref.eq),8.746,V ugm-3 (FIDAS),5.609,V ugm-3 (Ref.eq),,,8.5,V ugm-3 (FIDAS),5.755,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),0.209556,V mgm-3,8.2,V ugm-3 (FIDAS),5.283,V ugm-3 (Ref.eq),9.55,V ugm-3 (FIDAS),5.943,V ugm-3 (Ref.eq),2,V ugm-3 (BAM)
2021-09-11,02:00:00,7.9,V ugm-3 (FIDAS),6.132,V ugm-3 (Ref.eq),13.623,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),7.2,V ugm-3 (FIDAS),4.906,V ugm-3 (Ref.eq),10.344,V ugm-3 (FIDAS),6.919,V ugm-3 (Ref.eq),,,9.5,V ugm-3 (FIDAS),6.604,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),0.197914,V mgm-3,9.7,V ugm-3 (FIDAS),6.321,V ugm-3 (Ref.eq),10.425,V ugm-3 (FIDAS),6.651,V ugm-3 (Ref.eq),3,V ugm-3 (BAM)
2021-09-11,03:00:00,10.6,V ugm-3 (FIDAS),7.453,V ugm-3 (Ref.eq),17.488,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),8.2,V ugm-3 (FIDAS),5.755,V ugm-3 (Ref.eq),10.86,V ugm-3 (FIDAS),7.74,V ugm-3 (Ref.eq),,,11,V ugm-3 (FIDAS),7.642,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),0.197914,V mgm-3,11.3,V ugm-3 (FIDAS),7.736,V ugm-3 (Ref.eq),11.875,V ugm-3 (FIDAS),7.335,V ugm-3 (Ref.eq),6,V ugm-3 (BAM)
2021-09-11,04:00:00,11.9,V ugm-3 (FIDAS),8.491,V ugm-3 (Ref.eq),23.285,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),10.1,V ugm-3 (FIDAS),6.981,V ugm-3 (Ref.eq),10.925,V ugm-3 (FIDAS),7.316,V ugm-3 (Ref.eq),,,12.1,V ugm-3 (FIDAS),8.019,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),0.186272,V mgm-3,11.1,V ugm-3 (FIDAS),8.019,V ugm-3 (Ref.eq),11.175,V ugm-3 (FIDAS),7.359,V ugm-3 (Ref.eq),9,V ugm-3 (BAM)
2021-09-11,05:00:00,12.3,V ugm-3 (FIDAS),8.585,V ugm-3 (Ref.eq),16.522,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),10.2,V ugm-3 (FIDAS),7.264,V ugm-3 (Ref.eq),10.132,V ugm-3 (FIDAS),6.554,V ugm-3 (Ref.eq),,,11.6,V ugm-3 (FIDAS),7.736,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),0.197914,V mgm-3,11.1,V ugm-3 (FIDAS),7.547,V ugm-3 (Ref.eq),10.975,V ugm-3 (FIDAS),7.123,V ugm-3 (Ref.eq),10,V ugm-3 (BAM)
2021-09-11,06:00:00,12.1,V ugm-3 (FIDAS),8.113,V ugm-3 (Ref.eq),19.421,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),9.5,V ugm-3 (FIDAS),6.887,V ugm-3 (Ref.eq),9.369,V ugm-3 (FIDAS),5.97,V ugm-3 (Ref.eq),,,11,V ugm-3 (FIDAS),7.264,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),0.302692,V mgm-3,10.7,V ugm-3 (FIDAS),7.17,V ugm-3 (Ref.eq),11.325,V ugm-3 (FIDAS),6.557,V ugm-3 (Ref.eq),11,V ugm-3 (BAM)
2021-09-11,07:00:00,11.2,V ugm-3 (FIDAS),7.453,V ugm-3 (Ref.eq),15.556,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),9.8,V ugm-3 (FIDAS),6.792,V ugm-3 (Ref.eq),10.144,V ugm-3 (FIDAS),6.015,V ugm-3 (Ref.eq),,,10.6,V ugm-3 (FIDAS),6.887,V ugm-3 (Ref.eq),No data,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),0.23284,V mgm-3,10.9,V ugm-3 (FIDAS),6.792,V ugm-3 (Ref.eq),11.2,V ugm-3 (FIDAS),6.321,V ugm-3 (Ref.eq),8,V ugm-3 (BAM)
