Hourly measurement data supplied by UK-air on 04/05/2026
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"London Bexley",,,,"London Bloomsbury",,,,"London Harlington",,,,"London Hillingdon",,,,"London Honor Oak Park",,,,"London Marylebone Road",,,,,,"London N. Kensington",,,,,,"London Teddington Bushy Park",,,,"London Westminster",
Latitude,,51.466030,,,,51.522290,,,,51.488790,,,,51.496330,,,,51.449674,,,,51.522530,,,,,,51.521050,,,,,,51.425286,,,,51.494670,,
Longitude,,0.184806,,,,-0.125889,,,,-0.441614,,,,-0.460861,,,,-0.037418,,,,-0.154611,,,,,,-0.213419,,,,,,-0.345606,,,,-0.131931,,
Site Type,,Suburban Background,,,,Urban Background,,,,Urban Industrial,,,,Urban Background,,,,Urban Background,,,,Urban Traffic,,,,,,Urban Background,,,,,,Urban Background,,,,Urban Background,,
Zone,,Greater London,,,,Greater London,,,,Greater London,,,,Greater London,,,,Greater London,,,,Greater London,,,,,,Greater London,,,,,,Greater London,,,,Greater London,,
Agglomeration,,Greater London Urban Area,,,,Greater London Urban Area,,,,Greater London Urban Area,,,,Greater London Urban Area,,,,Greater London Urban Area,,,,Greater London Urban Area,,,,,,Greater London Urban Area,,,,,,Greater London Urban Area,,,,Greater London Urban Area,,
Local Authority,,"Bexley",,,,"Camden",,,,"Hillingdon",,,,"Hillingdon",,,,"Lewisham",,,,"Westminster",,,,,,"Kensington",,,,,,"Richmond",,,,"Westminster",,
Date,Time,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status
2024-01-01,01:00:00,12.2,V ugm-3 (FIDAS),8.585,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),8.991,V ugm-3 (FIDAS),6.424,V ugm-3 (Ref.eq),9.05,V ugm-3 (FIDAS),5.542,V ugm-3 (Ref.eq),11.3,V ugm-3 (FIDAS),7.547,V ugm-3 (Ref.eq),0.244482,V mgm-3,18.358,V ugm-3 (Ref.eq),21,V ugm-3 (BAM),0.128062,V mgm-3,13.5,V ugm-3 (FIDAS),9.906,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2024-01-01,02:00:00,8.2,V ugm-3 (FIDAS),4.906,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),5.739,V ugm-3 (FIDAS),3.498,V ugm-3 (Ref.eq),7.875,V ugm-3 (FIDAS),4.316,V ugm-3 (Ref.eq),7.6,V ugm-3 (FIDAS),4.623,V ugm-3 (Ref.eq),0.372544,V mgm-3,10.628,V ugm-3 (Ref.eq),8,V ugm-3 (BAM),0.151346,V mgm-3,7.8,V ugm-3 (FIDAS),4.623,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2024-01-01,03:00:00,7.5,V ugm-3 (FIDAS),4.245,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),6.83,V ugm-3 (FIDAS),3.852,V ugm-3 (Ref.eq),9.1,V ugm-3 (FIDAS),4.67,V ugm-3 (Ref.eq),8.5,V ugm-3 (FIDAS),4.245,V ugm-3 (Ref.eq),0.267766,V mgm-3,10.628,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),0.151346,V mgm-3,7.2,V ugm-3 (FIDAS),4.245,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2024-01-01,04:00:00,7.2,V ugm-3 (FIDAS),4.057,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),5.546,V ugm-3 (FIDAS),2.975,V ugm-3 (Ref.eq),6.3,V ugm-3 (FIDAS),3.467,V ugm-3 (Ref.eq),7.2,V ugm-3 (FIDAS),3.679,V ugm-3 (Ref.eq),0.314334,V mgm-3,13.527,V ugm-3 (Ref.eq),9,V ugm-3 (BAM),0.151346,V mgm-3,7.3,V ugm-3 (FIDAS),3.774,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2024-01-01,05:00:00,6.8,V ugm-3 (FIDAS),3.868,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),5.691,V ugm-3 (FIDAS),3.109,V ugm-3 (Ref.eq),6.55,V ugm-3 (FIDAS),3.538,V ugm-3 (Ref.eq),6.7,V ugm-3 (FIDAS),3.774,V ugm-3 (Ref.eq),0.256124,V mgm-3,11.594,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),0.162988,V mgm-3,5.4,V ugm-3 (FIDAS),3.019,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2024-01-01,06:00:00,8.6,V ugm-3 (FIDAS),4.811,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),8.422,V ugm-3 (FIDAS),4.505,V ugm-3 (Ref.eq),8.825,V ugm-3 (FIDAS),5.024,V ugm-3 (Ref.eq),9.3,V ugm-3 (FIDAS),4.717,V ugm-3 (Ref.eq),0.244482,V mgm-3,11.594,V ugm-3 (Ref.eq),11,V ugm-3 (BAM),0.162988,V mgm-3,7.7,V ugm-3 (FIDAS),4.245,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2024-01-01,07:00:00,10.7,V ugm-3 (FIDAS),5.66,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),10.335,V ugm-3 (FIDAS),5.552,V ugm-3 (Ref.eq),11.75,V ugm-3 (FIDAS),6.392,V ugm-3 (Ref.eq),11.1,V ugm-3 (FIDAS),5.566,V ugm-3 (Ref.eq),0.221198,V mgm-3,21.256,V ugm-3 (Ref.eq),9,V ugm-3 (BAM),0.162988,V mgm-3,11,V ugm-3 (FIDAS),5.566,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2024-01-01,08:00:00,12.4,V ugm-3 (FIDAS),6.698,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),11.933,V ugm-3 (FIDAS),6.301,V ugm-3 (Ref.eq),13.5,V ugm-3 (FIDAS),7.005,V ugm-3 (Ref.eq),12.5,V ugm-3 (FIDAS),6.509,V ugm-3 (Ref.eq),0.186272,V mgm-3,17.392,V ugm-3 (Ref.eq),10,V ugm-3 (BAM),0.162988,V mgm-3,11.5,V ugm-3 (FIDAS),6.132,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2024-01-01,09:00:00,15.4,V ugm-3 (FIDAS),8.113,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),13.505,V ugm-3 (FIDAS),6.847,V ugm-3 (Ref.eq),15.925,V ugm-3 (FIDAS),7.901,V ugm-3 (Ref.eq),16.4,V ugm-3 (FIDAS),7.547,V ugm-3 (Ref.eq),0.186272,V mgm-3,25.121,V ugm-3 (Ref.eq),18,V ugm-3 (BAM),0.162988,V mgm-3,15.2,V ugm-3 (FIDAS),7.359,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2024-01-01,10:00:00,16.9,V ugm-3 (FIDAS),8.208,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),12.868,V ugm-3 (FIDAS),6.579,V ugm-3 (Ref.eq),16.125,V ugm-3 (FIDAS),7.665,V ugm-3 (Ref.eq),16,V ugm-3 (FIDAS),7.547,V ugm-3 (Ref.eq),0.162988,V mgm-3,21.256,V ugm-3 (Ref.eq),13,V ugm-3 (BAM),0.151346,V mgm-3,14.2,V ugm-3 (FIDAS),7.264,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2024-01-01,11:00:00,16,V ugm-3 (FIDAS),7.83,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),11.277,V ugm-3 (FIDAS),5.971,V ugm-3 (Ref.eq),14.925,V ugm-3 (FIDAS),6.887,V ugm-3 (Ref.eq),15.3,V ugm-3 (FIDAS),6.981,V ugm-3 (Ref.eq),0.17463,V mgm-3,22.223,V ugm-3 (Ref.eq),9,V ugm-3 (BAM),0.162988,V mgm-3,14.1,V ugm-3 (FIDAS),6.887,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2024-01-01,12:00:00,15.4,V ugm-3 (FIDAS),7.264,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),9.563,V ugm-3 (FIDAS),5.013,V ugm-3 (Ref.eq),13.075,V ugm-3 (FIDAS),6.58,V ugm-3 (Ref.eq),13.7,V ugm-3 (FIDAS),6.132,V ugm-3 (Ref.eq),0.197914,V mgm-3,18.358,V ugm-3 (Ref.eq),13,V ugm-3 (BAM),0.162988,V mgm-3,11.8,V ugm-3 (FIDAS),5.849,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2024-01-01,13:00:00,14.2,V ugm-3 (FIDAS),6.604,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),8.324,V ugm-3 (FIDAS),4.381,V ugm-3 (Ref.eq),11.55,V ugm-3 (FIDAS),5.401,V ugm-3 (Ref.eq),12.2,V ugm-3 (FIDAS),5.66,V ugm-3 (Ref.eq),0.209556,V mgm-3,16.425,V ugm-3 (Ref.eq),7,V ugm-3 (BAM),0.162988,V mgm-3,10.6,V ugm-3 (FIDAS),5.377,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2024-01-01,14:00:00,13,V ugm-3 (FIDAS),6.038,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),9.301,V ugm-3 (FIDAS),4.699,V ugm-3 (Ref.eq),10.55,V ugm-3 (FIDAS),5.189,V ugm-3 (Ref.eq),10.9,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),0.209556,V mgm-3,15.459,V ugm-3 (Ref.eq),11,V ugm-3 (BAM),0.17463,V mgm-3,9.9,V ugm-3 (FIDAS),5.094,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2024-01-01,15:00:00,15.4,V ugm-3 (FIDAS),7.17,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),12.065,V ugm-3 (FIDAS),5.955,V ugm-3 (Ref.eq),13.3,V ugm-3 (FIDAS),6.132,V ugm-3 (Ref.eq),11.7,V ugm-3 (FIDAS),5.943,V ugm-3 (Ref.eq),0.23284,V mgm-3,21.256,V ugm-3 (Ref.eq),11,V ugm-3 (BAM),0.17463,V mgm-3,11.2,V ugm-3 (FIDAS),5.849,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2024-01-01,16:00:00,16.8,V ugm-3 (FIDAS),8.679,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),13,V ugm-3 (FIDAS),6.742,V ugm-3 (Ref.eq),13.25,V ugm-3 (FIDAS),6.887,V ugm-3 (Ref.eq),14.6,V ugm-3 (FIDAS),7.359,V ugm-3 (Ref.eq),0.267766,V mgm-3,23.189,V ugm-3 (Ref.eq),14,V ugm-3 (BAM),0.197914,V mgm-3,12.6,V ugm-3 (FIDAS),6.509,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2024-01-01,17:00:00,10.8,V ugm-3 (FIDAS),5.755,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),10.958,V ugm-3 (FIDAS),6.342,V ugm-3 (Ref.eq),14,V ugm-3 (FIDAS),7.382,V ugm-3 (Ref.eq),9.4,V ugm-3 (FIDAS),5.566,V ugm-3 (Ref.eq),0.267766,V mgm-3,16.425,V ugm-3 (Ref.eq),9,V ugm-3 (BAM),0.325976,V mgm-3,11.1,V ugm-3 (FIDAS),6.698,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2024-01-01,18:00:00,8.3,V ugm-3 (FIDAS),5.189,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),5.851,V ugm-3 (FIDAS),3.749,V ugm-3 (Ref.eq),11.975,V ugm-3 (FIDAS),6.533,V ugm-3 (Ref.eq),7.1,V ugm-3 (FIDAS),4.623,V ugm-3 (Ref.eq),0.197914,V mgm-3,20.29,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),0.302692,V mgm-3,6.3,V ugm-3 (FIDAS),4.34,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2024-01-01,19:00:00,7.2,V ugm-3 (FIDAS),4.623,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),4.886,V ugm-3 (FIDAS),3.233,V ugm-3 (Ref.eq),8.675,V ugm-3 (FIDAS),4.811,V ugm-3 (Ref.eq),6.4,V ugm-3 (FIDAS),4.34,V ugm-3 (Ref.eq),0.267766,V mgm-3,12.561,V ugm-3 (Ref.eq),4,V ugm-3 (BAM),0.17463,V mgm-3,5.6,V ugm-3 (FIDAS),3.962,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2024-01-01,20:00:00,3.9,V ugm-3 (FIDAS),2.736,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),3.026,V ugm-3 (FIDAS),2.088,V ugm-3 (Ref.eq),5.775,V ugm-3 (FIDAS),3.396,V ugm-3 (Ref.eq),3.1,V ugm-3 (FIDAS),2.264,V ugm-3 (Ref.eq),0.23284,V mgm-3,7.73,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),0.151346,V mgm-3,3.2,V ugm-3 (FIDAS),2.264,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2024-01-01,21:00:00,2.9,V ugm-3 (FIDAS),2.075,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),2.197,V ugm-3 (FIDAS),1.54,V ugm-3 (Ref.eq),4.8,V ugm-3 (FIDAS),2.665,V ugm-3 (Ref.eq),2.7,V ugm-3 (FIDAS),2.075,V ugm-3 (Ref.eq),0.186272,V mgm-3,5.797,V ugm-3 (Ref.eq),2,V ugm-3 (BAM),0.197914,V mgm-3,2.9,V ugm-3 (FIDAS),2.075,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2024-01-01,22:00:00,2.2,V ugm-3 (FIDAS),1.226,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),1.773,V ugm-3 (FIDAS),1.274,V ugm-3 (Ref.eq),3.75,V ugm-3 (FIDAS),2.028,V ugm-3 (Ref.eq),1.8,V ugm-3 (FIDAS),1.321,V ugm-3 (Ref.eq),0.139704,V mgm-3,6.763,V ugm-3 (Ref.eq),2,V ugm-3 (BAM),0.151346,V mgm-3,1.7,V ugm-3 (FIDAS),1.226,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2024-01-01,23:00:00,3.2,V ugm-3 (FIDAS),1.792,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),1.577,V ugm-3 (FIDAS),1.188,V ugm-3 (Ref.eq),3.2,V ugm-3 (FIDAS),1.792,V ugm-3 (Ref.eq),2.2,V ugm-3 (FIDAS),1.604,V ugm-3 (Ref.eq),0.151346,V mgm-3,4.831,V ugm-3 (Ref.eq),5,V ugm-3 (BAM),0.128062,V mgm-3,1.9,V ugm-3 (FIDAS),1.321,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2024-01-01,24:00:00,1.3,V ugm-3 (FIDAS),0.849,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),0.712,V ugm-3 (FIDAS),0.488,V ugm-3 (Ref.eq),1.475,V ugm-3 (FIDAS),0.873,V ugm-3 (Ref.eq),0.8,V ugm-3 (FIDAS),0.566,V ugm-3 (Ref.eq),0.104778,V mgm-3,2.899,V ugm-3 (Ref.eq),4,V ugm-3 (BAM),0.104778,V mgm-3,1,V ugm-3 (FIDAS),0.566,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2024-01-02,01:00:00,0.6,V ugm-3 (FIDAS),0.377,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),0.753,V ugm-3 (FIDAS),0.396,V ugm-3 (Ref.eq),1.95,V ugm-3 (FIDAS),0.849,V ugm-3 (Ref.eq),0.7,V ugm-3 (FIDAS),0.377,V ugm-3 (Ref.eq),0.104778,V mgm-3,4.831,V ugm-3 (Ref.eq),3,V ugm-3 (BAM),0.093136,V mgm-3,0.7,V ugm-3 (FIDAS),0.472,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2024-01-02,02:00:00,1.3,V ugm-3 (FIDAS),0.566,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),1.508,V ugm-3 (FIDAS),0.747,V ugm-3 (Ref.eq),2.3,V ugm-3 (FIDAS),1.085,V ugm-3 (Ref.eq),1.2,V ugm-3 (FIDAS),0.66,V ugm-3 (Ref.eq),0.093136,V mgm-3,2.899,V ugm-3 (Ref.eq),8,V ugm-3 (BAM),0.093136,V mgm-3,1.2,V ugm-3 (FIDAS),0.755,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2024-01-02,03:00:00,1.8,V ugm-3 (FIDAS),1.038,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),3.073,V ugm-3 (FIDAS),1.848,V ugm-3 (Ref.eq),4.35,V ugm-3 (FIDAS),2.335,V ugm-3 (Ref.eq),1.8,V ugm-3 (FIDAS),0.943,V ugm-3 (Ref.eq),0.093136,V mgm-3,-0.966,V ugm-3 (Ref.eq),5,V ugm-3 (BAM),0.093136,V mgm-3,2.5,V ugm-3 (FIDAS),1.321,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2024-01-02,04:00:00,3.7,V ugm-3 (FIDAS),1.981,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),6.707,V ugm-3 (FIDAS),3.678,V ugm-3 (Ref.eq),8.575,V ugm-3 (FIDAS),4.623,V ugm-3 (Ref.eq),3.4,V ugm-3 (FIDAS),1.887,V ugm-3 (Ref.eq),0.069852,V mgm-3,5.797,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),0.104778,V mgm-3,7.1,V ugm-3 (FIDAS),3.774,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2024-01-02,05:00:00,5.6,V ugm-3 (FIDAS),3.396,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),7.225,V ugm-3 (FIDAS),4.363,V ugm-3 (Ref.eq),10.05,V ugm-3 (FIDAS),5.165,V ugm-3 (Ref.eq),6.5,V ugm-3 (FIDAS),3.585,V ugm-3 (Ref.eq),0.081494,V mgm-3,8.696,V ugm-3 (Ref.eq),7,V ugm-3 (BAM),0.104778,V mgm-3,6.7,V ugm-3 (FIDAS),3.679,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2024-01-02,06:00:00,9.3,V ugm-3 (FIDAS),5.189,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),8.467,V ugm-3 (FIDAS),5.046,V ugm-3 (Ref.eq),12.35,V ugm-3 (FIDAS),6.392,V ugm-3 (Ref.eq),9,V ugm-3 (FIDAS),5.189,V ugm-3 (Ref.eq),0.128062,V mgm-3,7.73,V ugm-3 (Ref.eq),4,V ugm-3 (BAM),0.104778,V mgm-3,8.2,V ugm-3 (FIDAS),4.906,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2024-01-02,07:00:00,16.6,V ugm-3 (FIDAS),9.623,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),11.386,V ugm-3 (FIDAS),6.878,V ugm-3 (Ref.eq),14.5,V ugm-3 (FIDAS),7.783,V ugm-3 (Ref.eq),13.1,V ugm-3 (FIDAS),7.547,V ugm-3 (Ref.eq),0.139704,V mgm-3,14.493,V ugm-3 (Ref.eq),9,V ugm-3 (BAM),0.11642,V mgm-3,10.5,V ugm-3 (FIDAS),6.415,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2024-01-02,08:00:00,16.7,V ugm-3 (FIDAS),10,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),14.353,V ugm-3 (FIDAS),8.659,V ugm-3 (Ref.eq),18.75,V ugm-3 (FIDAS),10.118,V ugm-3 (Ref.eq),14.3,V ugm-3 (FIDAS),8.679,V ugm-3 (Ref.eq),0.197914,V mgm-3,22.223,V ugm-3 (Ref.eq),9,V ugm-3 (BAM),0.128062,V mgm-3,13.7,V ugm-3 (FIDAS),8.585,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2024-01-02,09:00:00,13.4,V ugm-3 (FIDAS),8.585,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),8.843,V ugm-3 (FIDAS),5.972,V ugm-3 (Ref.eq),17.375,V ugm-3 (FIDAS),9.599,V ugm-3 (Ref.eq),8,V ugm-3 (FIDAS),5.377,V ugm-3 (Ref.eq),0.197914,V mgm-3,16.425,V ugm-3 (Ref.eq),10,V ugm-3 (BAM),0.477322,V mgm-3,12.4,V ugm-3 (FIDAS),7.925,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2024-01-02,10:00:00,5.9,V ugm-3 (FIDAS),3.491,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),3.841,V ugm-3 (FIDAS),2.41,V ugm-3 (Ref.eq),7.575,V ugm-3 (FIDAS),4.552,V ugm-3 (Ref.eq),2.7,V ugm-3 (FIDAS),1.887,V ugm-3 (Ref.eq),0.17463,V mgm-3,10.628,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),0.430754,V mgm-3,5.2,V ugm-3 (FIDAS),3.868,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2024-01-02,11:00:00,1.9,V ugm-3 (FIDAS),1.038,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),2.245,V ugm-3 (FIDAS),1.389,V ugm-3 (Ref.eq),5.95,V ugm-3 (FIDAS),3.113,V ugm-3 (Ref.eq),1.6,V ugm-3 (FIDAS),0.943,V ugm-3 (Ref.eq),0.209556,V mgm-3,6.763,V ugm-3 (Ref.eq),3,V ugm-3 (BAM),0.17463,V mgm-3,2.7,V ugm-3 (FIDAS),1.604,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2024-01-02,12:00:00,4.8,V ugm-3 (FIDAS),3.113,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),3.218,V ugm-3 (FIDAS),2.315,V ugm-3 (Ref.eq),6.675,V ugm-3 (FIDAS),3.915,V ugm-3 (Ref.eq),3.7,V ugm-3 (FIDAS),2.453,V ugm-3 (Ref.eq),0.17463,V mgm-3,15.459,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),0.093136,V mgm-3,4.1,V ugm-3 (FIDAS),2.642,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2024-01-02,13:00:00,1.4,V ugm-3 (FIDAS),0.66,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),0.727,V ugm-3 (FIDAS),0.529,V ugm-3 (Ref.eq),3.45,V ugm-3 (FIDAS),1.627,V ugm-3 (Ref.eq),0.7,V ugm-3 (FIDAS),0.377,V ugm-3 (Ref.eq),0.17463,V mgm-3,6.763,V ugm-3 (Ref.eq),4,V ugm-3 (BAM),0.093136,V mgm-3,1.3,V ugm-3 (FIDAS),0.755,V ugm-3 (Ref.eq),No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
