Hourly measurement data supplied by UK-air on 04/05/2026
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"London Bexley",,,,"London Bloomsbury",,,,"London Eltham",,,,"London Harlington",,,,"London Hillingdon",,,,"London Honor Oak Park",,,,"London Marylebone Road",,,,,,"London N. Kensington",,,,,,"London Teddington Bushy Park",,,,"London Westminster",
Latitude,,51.466030,,,,51.522290,,,,51.452580,,,,51.488790,,,,51.496330,,,,51.449674,,,,51.522530,,,,,,51.521050,,,,,,51.425286,,,,51.494670,,
Longitude,,0.184806,,,,-0.125889,,,,0.070766,,,,-0.441614,,,,-0.460861,,,,-0.037418,,,,-0.154611,,,,,,-0.213419,,,,,,-0.345606,,,,-0.131931,,
Site Type,,Suburban Background,,,,Urban Background,,,,Suburban Background,,,,Urban Industrial,,,,Urban Background,,,,Urban Background,,,,Urban Traffic,,,,,,Urban Background,,,,,,Urban Background,,,,Urban Background,,
Zone,,Greater London,,,,Greater London,,,,Greater London,,,,Greater London,,,,Greater London,,,,Greater London,,,,Greater London,,,,,,Greater London,,,,,,Greater London,,,,Greater London,,
Agglomeration,,Greater London Urban Area,,,,Greater London Urban Area,,,,Greater London Urban Area,,,,Greater London Urban Area,,,,Greater London Urban Area,,,,Greater London Urban Area,,,,Greater London Urban Area,,,,,,Greater London Urban Area,,,,,,Greater London Urban Area,,,,Greater London Urban Area,,
Local Authority,,"Bexley",,,,"Camden",,,,"Greenwich",,,,"Hillingdon",,,,"Hillingdon",,,,"Lewisham",,,,"Westminster",,,,,,"Kensington",,,,,,"Richmond",,,,"Westminster",,
Date,Time,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status
2023-01-01,11:00:00,21.2,V ugm-3 (FIDAS),11.038,V ugm-3 (Ref.eq),22.35,V ugm-3 (FIDAS),10.637,V ugm-3 (Ref.eq),17.7,V ugm-3 (FIDAS),9.623,V ugm-3 (Ref.eq),16.86,V ugm-3 (FIDAS),8.963,V ugm-3 (Ref.eq),17.775,V ugm-3 (FIDAS),9.363,V ugm-3 (Ref.eq),20.7,V ugm-3 (FIDAS),10.283,V ugm-3 (Ref.eq),0.221198,V mgm-3,25.121,V ugm-3 (Ref.eq),8,V ugm-3 (BAM),0.139704,V mgm-3,19.2,V ugm-3 (FIDAS),10.094,V ugm-3 (Ref.eq),22.175,V ugm-3 (FIDAS),11.085,V ugm-3 (Ref.eq),7.4,V ugm-3 (BAM)
2023-01-01,12:00:00,20.8,V ugm-3 (FIDAS),10.849,V ugm-3 (Ref.eq),21.1,V ugm-3 (FIDAS),10.448,V ugm-3 (Ref.eq),17.4,V ugm-3 (FIDAS),9.245,V ugm-3 (Ref.eq),17.47,V ugm-3 (FIDAS),9.265,V ugm-3 (Ref.eq),19.05,V ugm-3 (FIDAS),9.906,V ugm-3 (Ref.eq),20.8,V ugm-3 (FIDAS),10.094,V ugm-3 (Ref.eq),0.244482,V mgm-3,27.054,V ugm-3 (Ref.eq),8,V ugm-3 (BAM),0.151346,V mgm-3,18.3,V ugm-3 (FIDAS),9.811,V ugm-3 (Ref.eq),22.575,V ugm-3 (FIDAS),10.873,V ugm-3 (Ref.eq),8.4,V ugm-3 (BAM)
2023-01-01,13:00:00,19.6,V ugm-3 (FIDAS),10.189,V ugm-3 (Ref.eq),21.4,V ugm-3 (FIDAS),10.826,V ugm-3 (Ref.eq),16.7,V ugm-3 (FIDAS),8.962,V ugm-3 (Ref.eq),16.953,V ugm-3 (FIDAS),9.103,V ugm-3 (Ref.eq),18.4,V ugm-3 (FIDAS),9.788,V ugm-3 (Ref.eq),19.3,V ugm-3 (FIDAS),10,V ugm-3 (Ref.eq),0.221198,V mgm-3,20.29,V ugm-3 (Ref.eq),11,V ugm-3 (BAM),0.17463,V mgm-3,17.8,V ugm-3 (FIDAS),9.623,V ugm-3 (Ref.eq),20.775,V ugm-3 (FIDAS),10.425,V ugm-3 (Ref.eq),10.4,V ugm-3 (BAM)
2023-01-01,14:00:00,19.6,V ugm-3 (FIDAS),10.283,V ugm-3 (Ref.eq),22.1,V ugm-3 (FIDAS),11.203,V ugm-3 (Ref.eq),11.9,V ugm-3 (FIDAS),6.887,V ugm-3 (Ref.eq),17.29,V ugm-3 (FIDAS),9.258,V ugm-3 (Ref.eq),19.175,V ugm-3 (FIDAS),9.929,V ugm-3 (Ref.eq),20.5,V ugm-3 (FIDAS),10.283,V ugm-3 (Ref.eq),0.267766,V mgm-3,30.918,V ugm-3 (Ref.eq),9,V ugm-3 (BAM),0.151346,V mgm-3,17.9,V ugm-3 (FIDAS),9.906,V ugm-3 (Ref.eq),22.425,V ugm-3 (FIDAS),10.943,V ugm-3 (Ref.eq),7.4,V ugm-3 (BAM)
2023-01-01,15:00:00,13.3,V ugm-3 (FIDAS),7.642,V ugm-3 (Ref.eq),23.625,V ugm-3 (FIDAS),12.193,V ugm-3 (Ref.eq),16.8,V ugm-3 (FIDAS),8.962,V ugm-3 (Ref.eq),18.758,V ugm-3 (FIDAS),9.762,V ugm-3 (Ref.eq),19.825,V ugm-3 (FIDAS),10.33,V ugm-3 (Ref.eq),16.7,V ugm-3 (FIDAS),8.868,V ugm-3 (Ref.eq),0.314334,V mgm-3,28.02,V ugm-3 (Ref.eq),18,V ugm-3 (BAM),0.162988,V mgm-3,19.2,V ugm-3 (FIDAS),10.094,V ugm-3 (Ref.eq),21.925,V ugm-3 (FIDAS),11.038,V ugm-3 (Ref.eq),6.4,V ugm-3 (BAM)
2023-01-01,16:00:00,20.1,V ugm-3 (FIDAS),10.189,V ugm-3 (Ref.eq),22.7,V ugm-3 (FIDAS),11.863,V ugm-3 (Ref.eq),13.5,V ugm-3 (FIDAS),7.925,V ugm-3 (Ref.eq),18.928,V ugm-3 (FIDAS),10.153,V ugm-3 (Ref.eq),20.9,V ugm-3 (FIDAS),10.59,V ugm-3 (Ref.eq),19.3,V ugm-3 (FIDAS),9.906,V ugm-3 (Ref.eq),0.256124,V mgm-3,28.986,V ugm-3 (Ref.eq),14,V ugm-3 (BAM),0.162988,V mgm-3,18.3,V ugm-3 (FIDAS),10.094,V ugm-3 (Ref.eq),22.625,V ugm-3 (FIDAS),11.038,V ugm-3 (Ref.eq),8.4,V ugm-3 (BAM)
2023-01-01,17:00:00,15.9,V ugm-3 (FIDAS),8.396,V ugm-3 (Ref.eq),20.75,V ugm-3 (FIDAS),10.259,V ugm-3 (Ref.eq),10.9,V ugm-3 (FIDAS),6.887,V ugm-3 (Ref.eq),16.138,V ugm-3 (FIDAS),8.857,V ugm-3 (Ref.eq),14.475,V ugm-3 (FIDAS),7.665,V ugm-3 (Ref.eq),12.4,V ugm-3 (FIDAS),7.076,V ugm-3 (Ref.eq),0.314334,V mgm-3,28.986,V ugm-3 (Ref.eq),19,V ugm-3 (BAM),0.17463,V mgm-3,17.7,V ugm-3 (FIDAS),9.717,V ugm-3 (Ref.eq),17.05,V ugm-3 (FIDAS),8.821,V ugm-3 (Ref.eq),7.4,V ugm-3 (BAM)
2023-01-01,18:00:00,12.5,V ugm-3 (FIDAS),7.264,V ugm-3 (Ref.eq),17.025,V ugm-3 (FIDAS),9.104,V ugm-3 (Ref.eq),8.8,V ugm-3 (FIDAS),5.943,V ugm-3 (Ref.eq),7.421,V ugm-3 (FIDAS),4.635,V ugm-3 (Ref.eq),9.625,V ugm-3 (FIDAS),5.731,V ugm-3 (Ref.eq),11.9,V ugm-3 (FIDAS),8.019,V ugm-3 (Ref.eq),0.29105,V mgm-3,22.223,V ugm-3 (Ref.eq),15,V ugm-3 (BAM),0.17463,V mgm-3,10.5,V ugm-3 (FIDAS),6.415,V ugm-3 (Ref.eq),15.775,V ugm-3 (FIDAS),8.962,V ugm-3 (Ref.eq),6.4,V ugm-3 (BAM)
2023-01-01,19:00:00,10.7,V ugm-3 (FIDAS),6.981,V ugm-3 (Ref.eq),11.1,V ugm-3 (FIDAS),5.566,V ugm-3 (Ref.eq),6.4,V ugm-3 (FIDAS),4.34,V ugm-3 (Ref.eq),7.671,V ugm-3 (FIDAS),4.535,V ugm-3 (Ref.eq),12.325,V ugm-3 (FIDAS),6.792,V ugm-3 (Ref.eq),13.1,V ugm-3 (FIDAS),8.868,V ugm-3 (Ref.eq),0.570458,V mgm-3,13.527,V ugm-3 (Ref.eq),8,V ugm-3 (BAM),0.197914,V mgm-3,7.4,V ugm-3 (FIDAS),5.094,V ugm-3 (Ref.eq),10.45,V ugm-3 (FIDAS),7.311,V ugm-3 (Ref.eq),6.4,V ugm-3 (BAM)
2023-01-01,20:00:00,8.8,V ugm-3 (FIDAS),5.566,V ugm-3 (Ref.eq),10.825,V ugm-3 (FIDAS),6.109,V ugm-3 (Ref.eq),6.5,V ugm-3 (FIDAS),4.434,V ugm-3 (Ref.eq),8.432,V ugm-3 (FIDAS),5.902,V ugm-3 (Ref.eq),12.775,V ugm-3 (FIDAS),8.231,V ugm-3 (Ref.eq),8.8,V ugm-3 (FIDAS),6.038,V ugm-3 (Ref.eq),0.512248,V mgm-3,9.662,V ugm-3 (Ref.eq),9,V ugm-3 (BAM),0.197914,V mgm-3,7.7,V ugm-3 (FIDAS),5.566,V ugm-3 (Ref.eq),10.625,V ugm-3 (FIDAS),7.618,V ugm-3 (Ref.eq),9.4,V ugm-3 (BAM)
2023-01-01,21:00:00,7.9,V ugm-3 (FIDAS),5.283,V ugm-3 (Ref.eq),9.5,V ugm-3 (FIDAS),5.967,V ugm-3 (Ref.eq),7,V ugm-3 (FIDAS),5.283,V ugm-3 (Ref.eq),7.473,V ugm-3 (FIDAS),5.555,V ugm-3 (Ref.eq),13.5,V ugm-3 (FIDAS),8.632,V ugm-3 (Ref.eq),8.1,V ugm-3 (FIDAS),6.415,V ugm-3 (Ref.eq),0.710162,V mgm-3,11.594,V ugm-3 (Ref.eq),10,V ugm-3 (BAM),0.221198,V mgm-3,7.4,V ugm-3 (FIDAS),5.755,V ugm-3 (Ref.eq),8.85,V ugm-3 (FIDAS),6.297,V ugm-3 (Ref.eq),8.4,V ugm-3 (BAM)
2023-01-01,22:00:00,9.7,V ugm-3 (FIDAS),7.925,V ugm-3 (Ref.eq),9.025,V ugm-3 (FIDAS),4.764,V ugm-3 (Ref.eq),5.5,V ugm-3 (FIDAS),4.245,V ugm-3 (Ref.eq),6.191,V ugm-3 (FIDAS),4.433,V ugm-3 (Ref.eq),12.15,V ugm-3 (FIDAS),7.335,V ugm-3 (Ref.eq),7.4,V ugm-3 (FIDAS),6.132,V ugm-3 (Ref.eq),0.512248,V mgm-3,11.594,V ugm-3 (Ref.eq),8,V ugm-3 (BAM),0.209556,V mgm-3,5.7,V ugm-3 (FIDAS),4.434,V ugm-3 (Ref.eq),7.95,V ugm-3 (FIDAS),5.59,V ugm-3 (Ref.eq),8.4,V ugm-3 (BAM)
2023-01-01,23:00:00,7.5,V ugm-3 (FIDAS),6.321,V ugm-3 (Ref.eq),11.7,V ugm-3 (FIDAS),5.778,V ugm-3 (Ref.eq),4.9,V ugm-3 (FIDAS),3.774,V ugm-3 (Ref.eq),3.788,V ugm-3 (FIDAS),2.813,V ugm-3 (Ref.eq),10.275,V ugm-3 (FIDAS),5.212,V ugm-3 (Ref.eq),6.3,V ugm-3 (FIDAS),5.283,V ugm-3 (Ref.eq),0.477322,V mgm-3,12.561,V ugm-3 (Ref.eq),9,V ugm-3 (BAM),0.221198,V mgm-3,7.3,V ugm-3 (FIDAS),5.66,V ugm-3 (Ref.eq),7.975,V ugm-3 (FIDAS),5.448,V ugm-3 (Ref.eq),8.4,V ugm-3 (BAM)
2023-01-01,24:00:00,7.6,V ugm-3 (FIDAS),5.755,V ugm-3 (Ref.eq),9.65,V ugm-3 (FIDAS),5.425,V ugm-3 (Ref.eq),5.5,V ugm-3 (FIDAS),4.245,V ugm-3 (Ref.eq),4.659,V ugm-3 (FIDAS),3.261,V ugm-3 (Ref.eq),9.175,V ugm-3 (FIDAS),4.929,V ugm-3 (Ref.eq),5.9,V ugm-3 (FIDAS),4.623,V ugm-3 (Ref.eq),0.337618,V mgm-3,15.459,V ugm-3 (Ref.eq),11,V ugm-3 (BAM),0.221198,V mgm-3,6.4,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),7.35,V ugm-3 (FIDAS),5.354,V ugm-3 (Ref.eq),6.4,V ugm-3 (BAM)
2023-01-02,01:00:00,5.8,V ugm-3 (FIDAS),4.623,V ugm-3 (Ref.eq),6.025,V ugm-3 (FIDAS),3.373,V ugm-3 (Ref.eq),3.3,V ugm-3 (FIDAS),2.547,V ugm-3 (Ref.eq),4.293,V ugm-3 (FIDAS),2.938,V ugm-3 (Ref.eq),6.9,V ugm-3 (FIDAS),4.127,V ugm-3 (Ref.eq),4.3,V ugm-3 (FIDAS),3.302,V ugm-3 (Ref.eq),0.267766,V mgm-3,13.527,V ugm-3 (Ref.eq),9,V ugm-3 (BAM),0.209556,V mgm-3,5.9,V ugm-3 (FIDAS),4.528,V ugm-3 (Ref.eq),5.65,V ugm-3 (FIDAS),3.821,V ugm-3 (Ref.eq),7.4,V ugm-3 (BAM)
2023-01-02,02:00:00,5.7,V ugm-3 (FIDAS),4.34,V ugm-3 (Ref.eq),5.175,V ugm-3 (FIDAS),3.231,V ugm-3 (Ref.eq),2.8,V ugm-3 (FIDAS),1.698,V ugm-3 (Ref.eq),4.466,V ugm-3 (FIDAS),3.275,V ugm-3 (Ref.eq),5.625,V ugm-3 (FIDAS),3.467,V ugm-3 (Ref.eq),3.2,V ugm-3 (FIDAS),2.453,V ugm-3 (Ref.eq),0.256124,V mgm-3,10.628,V ugm-3 (Ref.eq),8,V ugm-3 (BAM),0.197914,V mgm-3,4.7,V ugm-3 (FIDAS),3.679,V ugm-3 (Ref.eq),4.625,V ugm-3 (FIDAS),2.948,V ugm-3 (Ref.eq),6.4,V ugm-3 (BAM)
2023-01-02,03:00:00,4.2,V ugm-3 (FIDAS),2.736,V ugm-3 (Ref.eq),6.125,V ugm-3 (FIDAS),3.373,V ugm-3 (Ref.eq),3,V ugm-3 (FIDAS),1.887,V ugm-3 (Ref.eq),4.634,V ugm-3 (FIDAS),3.271,V ugm-3 (Ref.eq),6.225,V ugm-3 (FIDAS),3.75,V ugm-3 (Ref.eq),3.1,V ugm-3 (FIDAS),2.075,V ugm-3 (Ref.eq),0.23284,V mgm-3,7.73,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),0.197914,V mgm-3,4.5,V ugm-3 (FIDAS),3.396,V ugm-3 (Ref.eq),4.075,V ugm-3 (FIDAS),2.618,V ugm-3 (Ref.eq),7.4,V ugm-3 (BAM)
2023-01-02,04:00:00,3.6,V ugm-3 (FIDAS),2.359,V ugm-3 (Ref.eq),7.25,V ugm-3 (FIDAS),3.514,V ugm-3 (Ref.eq),3.4,V ugm-3 (FIDAS),2.264,V ugm-3 (Ref.eq),4.545,V ugm-3 (FIDAS),3.122,V ugm-3 (Ref.eq),5.45,V ugm-3 (FIDAS),3.561,V ugm-3 (Ref.eq),3.4,V ugm-3 (FIDAS),2.17,V ugm-3 (Ref.eq),0.209556,V mgm-3,6.763,V ugm-3 (Ref.eq),7,V ugm-3 (BAM),0.186272,V mgm-3,4.7,V ugm-3 (FIDAS),3.208,V ugm-3 (Ref.eq),5.275,V ugm-3 (FIDAS),3.066,V ugm-3 (Ref.eq),5.4,V ugm-3 (BAM)
2023-01-02,05:00:00,3.9,V ugm-3 (FIDAS),2.642,V ugm-3 (Ref.eq),7.75,V ugm-3 (FIDAS),3.915,V ugm-3 (Ref.eq),3.6,V ugm-3 (FIDAS),2.359,V ugm-3 (Ref.eq),4.69,V ugm-3 (FIDAS),3.053,V ugm-3 (Ref.eq),5.8,V ugm-3 (FIDAS),3.42,V ugm-3 (Ref.eq),3.8,V ugm-3 (FIDAS),2.547,V ugm-3 (Ref.eq),0.221198,V mgm-3,4.831,V ugm-3 (Ref.eq),5,V ugm-3 (BAM),0.162988,V mgm-3,5.1,V ugm-3 (FIDAS),3.491,V ugm-3 (Ref.eq),5.425,V ugm-3 (FIDAS),3.019,V ugm-3 (Ref.eq),4.4,V ugm-3 (BAM)
