Hourly measurement data supplied by UK-air on 04/05/2026
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"London Bexley",,,,"London Bloomsbury",,,,"London Eltham",,,,"London Harlington",,,,"London Hillingdon",,,,"London Honor Oak Park",,,,"London Marylebone Road",,,,,,"London N. Kensington",,,,,,"London Teddington Bushy Park",,,,"London Westminster",
Latitude,,51.466030,,,,51.522290,,,,51.452580,,,,51.488790,,,,51.496330,,,,51.449674,,,,51.522530,,,,,,51.521050,,,,,,51.425286,,,,51.494670,,
Longitude,,0.184806,,,,-0.125889,,,,0.070766,,,,-0.441614,,,,-0.460861,,,,-0.037418,,,,-0.154611,,,,,,-0.213419,,,,,,-0.345606,,,,-0.131931,,
Site Type,,Suburban Background,,,,Urban Background,,,,Suburban Background,,,,Urban Industrial,,,,Urban Background,,,,Urban Background,,,,Urban Traffic,,,,,,Urban Background,,,,,,Urban Background,,,,Urban Background,,
Zone,,Greater London,,,,Greater London,,,,Greater London,,,,Greater London,,,,Greater London,,,,Greater London,,,,Greater London,,,,,,Greater London,,,,,,Greater London,,,,Greater London,,
Agglomeration,,Greater London Urban Area,,,,Greater London Urban Area,,,,Greater London Urban Area,,,,Greater London Urban Area,,,,Greater London Urban Area,,,,Greater London Urban Area,,,,Greater London Urban Area,,,,,,Greater London Urban Area,,,,,,Greater London Urban Area,,,,Greater London Urban Area,,
Local Authority,,"Bexley",,,,"Camden",,,,"Greenwich",,,,"Hillingdon",,,,"Hillingdon",,,,"Lewisham",,,,"Westminster",,,,,,"Kensington",,,,,,"Richmond",,,,"Westminster",,
Date,Time,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status
2023-04-17,14:00:00,14.6,V ugm-3 (FIDAS),9.151,V ugm-3 (Ref.eq),14.8,V ugm-3 (FIDAS),8.278,V ugm-3 (Ref.eq),12,V ugm-3 (FIDAS),7.642,V ugm-3 (Ref.eq),14.245,V ugm-3 (FIDAS),8.879,V ugm-3 (Ref.eq),14.75,V ugm-3 (FIDAS),8.892,V ugm-3 (Ref.eq),12.5,V ugm-3 (FIDAS),8.019,V ugm-3 (Ref.eq),0.267766,V mgm-3,21.256,V ugm-3 (Ref.eq),11,V ugm-3 (BAM),0.162988,V mgm-3,14.8,V ugm-3 (FIDAS),9.528,V ugm-3 (Ref.eq),16.225,V ugm-3 (FIDAS),10.519,V ugm-3 (Ref.eq),9,V ugm-3 (BAM)
2023-04-17,15:00:00,18.2,V ugm-3 (FIDAS),10.943,V ugm-3 (Ref.eq),12.375,V ugm-3 (FIDAS),7.382,V ugm-3 (Ref.eq),13.8,V ugm-3 (FIDAS),9.057,V ugm-3 (Ref.eq),14.568,V ugm-3 (FIDAS),8.367,V ugm-3 (Ref.eq),12.8,V ugm-3 (FIDAS),7.618,V ugm-3 (Ref.eq),11.4,V ugm-3 (FIDAS),7.925,V ugm-3 (Ref.eq),0.209556,V mgm-3,20.29,V ugm-3 (Ref.eq),8,V ugm-3 (BAM),0.162988,V mgm-3,12.4,V ugm-3 (FIDAS),7.547,V ugm-3 (Ref.eq),13.925,V ugm-3 (FIDAS),8.915,V ugm-3 (Ref.eq),9,V ugm-3 (BAM)
2023-04-17,16:00:00,19.1,V ugm-3 (FIDAS),11.415,V ugm-3 (Ref.eq),17.925,V ugm-3 (FIDAS),8.16,V ugm-3 (Ref.eq),16.9,V ugm-3 (FIDAS),10.094,V ugm-3 (Ref.eq),12.34,V ugm-3 (FIDAS),6.557,V ugm-3 (Ref.eq),11.35,V ugm-3 (FIDAS),5.708,V ugm-3 (Ref.eq),14.3,V ugm-3 (FIDAS),9.245,V ugm-3 (Ref.eq),0.221198,V mgm-3,12.561,V ugm-3 (Ref.eq),9,V ugm-3 (BAM),0.162988,V mgm-3,12.3,V ugm-3 (FIDAS),7.453,V ugm-3 (Ref.eq),13.45,V ugm-3 (FIDAS),8.137,V ugm-3 (Ref.eq),6,V ugm-3 (BAM)
2023-04-17,17:00:00,17.7,V ugm-3 (FIDAS),11.698,V ugm-3 (Ref.eq),20.225,V ugm-3 (FIDAS),11.84,V ugm-3 (Ref.eq),14.6,V ugm-3 (FIDAS),10.094,V ugm-3 (Ref.eq),9.699,V ugm-3 (FIDAS),5.281,V ugm-3 (Ref.eq),9.9,V ugm-3 (FIDAS),5.118,V ugm-3 (Ref.eq),15.5,V ugm-3 (FIDAS),10,V ugm-3 (Ref.eq),0.279408,V mgm-3,27.054,V ugm-3 (Ref.eq),12,V ugm-3 (BAM),0.17463,V mgm-3,14.2,V ugm-3 (FIDAS),9.151,V ugm-3 (Ref.eq),15.675,V ugm-3 (FIDAS),9.387,V ugm-3 (Ref.eq),7,V ugm-3 (BAM)
2023-04-17,18:00:00,17.7,V ugm-3 (FIDAS),12.83,V ugm-3 (Ref.eq),18.55,V ugm-3 (FIDAS),12.288,V ugm-3 (Ref.eq),13.8,V ugm-3 (FIDAS),10.66,V ugm-3 (Ref.eq),13.109,V ugm-3 (FIDAS),8.145,V ugm-3 (Ref.eq),12.325,V ugm-3 (FIDAS),7.17,V ugm-3 (Ref.eq),16.1,V ugm-3 (FIDAS),10.66,V ugm-3 (Ref.eq),0.325976,V mgm-3,29.952,V ugm-3 (Ref.eq),14,V ugm-3 (BAM),0.186272,V mgm-3,28.2,V ugm-3 (FIDAS),13.774,V ugm-3 (Ref.eq),17.075,V ugm-3 (FIDAS),11.415,V ugm-3 (Ref.eq),10,V ugm-3 (BAM)
2023-04-17,19:00:00,19.5,V ugm-3 (FIDAS),14.717,V ugm-3 (Ref.eq),18.65,V ugm-3 (FIDAS),12.972,V ugm-3 (Ref.eq),16.5,V ugm-3 (FIDAS),12.547,V ugm-3 (Ref.eq),17.198,V ugm-3 (FIDAS),11.368,V ugm-3 (Ref.eq),19.325,V ugm-3 (FIDAS),11.958,V ugm-3 (Ref.eq),17.1,V ugm-3 (FIDAS),11.981,V ugm-3 (Ref.eq),0.302692,V mgm-3,28.02,V ugm-3 (Ref.eq),17,V ugm-3 (BAM),0.209556,V mgm-3,21.4,V ugm-3 (FIDAS),13.585,V ugm-3 (Ref.eq),19,V ugm-3 (FIDAS),12.642,V ugm-3 (Ref.eq),13,V ugm-3 (BAM)
2023-04-17,20:00:00,20.9,V ugm-3 (FIDAS),16.226,V ugm-3 (Ref.eq),20.7,V ugm-3 (FIDAS),14.623,V ugm-3 (Ref.eq),17.4,V ugm-3 (FIDAS),14.151,V ugm-3 (Ref.eq),17.915,V ugm-3 (FIDAS),13.63,V ugm-3 (Ref.eq),20.675,V ugm-3 (FIDAS),14.481,V ugm-3 (Ref.eq),17.9,V ugm-3 (FIDAS),13.679,V ugm-3 (Ref.eq),0.29105,V mgm-3,23.189,V ugm-3 (Ref.eq),13,V ugm-3 (BAM),0.209556,V mgm-3,22.7,V ugm-3 (FIDAS),15.094,V ugm-3 (Ref.eq),20.125,V ugm-3 (FIDAS),14.458,V ugm-3 (Ref.eq),15,V ugm-3 (BAM)
2023-04-17,21:00:00,23.6,V ugm-3 (FIDAS),19.528,V ugm-3 (Ref.eq),19.8,V ugm-3 (FIDAS),15.684,V ugm-3 (Ref.eq),19.1,V ugm-3 (FIDAS),16.132,V ugm-3 (Ref.eq),19.923,V ugm-3 (FIDAS),14.748,V ugm-3 (Ref.eq),21.225,V ugm-3 (FIDAS),15.236,V ugm-3 (Ref.eq),17.1,V ugm-3 (FIDAS),14.434,V ugm-3 (Ref.eq),0.29105,V mgm-3,22.223,V ugm-3 (Ref.eq),19,V ugm-3 (BAM),0.209556,V mgm-3,20.5,V ugm-3 (FIDAS),16.226,V ugm-3 (Ref.eq),22.7,V ugm-3 (FIDAS),17.476,V ugm-3 (Ref.eq),14,V ugm-3 (BAM)
2023-04-17,22:00:00,27.1,V ugm-3 (FIDAS),22.264,V ugm-3 (Ref.eq),19.425,V ugm-3 (FIDAS),15.802,V ugm-3 (Ref.eq),23.4,V ugm-3 (FIDAS),19.151,V ugm-3 (Ref.eq),20.99,V ugm-3 (FIDAS),16.087,V ugm-3 (Ref.eq),22.3,V ugm-3 (FIDAS),16.722,V ugm-3 (Ref.eq),22.6,V ugm-3 (FIDAS),18.491,V ugm-3 (Ref.eq),0.267766,V mgm-3,16.425,V ugm-3 (Ref.eq),19,V ugm-3 (BAM),0.186272,V mgm-3,19.4,V ugm-3 (FIDAS),16.132,V ugm-3 (Ref.eq),23.125,V ugm-3 (FIDAS),18.373,V ugm-3 (Ref.eq),19,V ugm-3 (BAM)
2023-04-17,23:00:00,25.3,V ugm-3 (FIDAS),20.943,V ugm-3 (Ref.eq),22.9,V ugm-3 (FIDAS),18.42,V ugm-3 (Ref.eq),22.3,V ugm-3 (FIDAS),18.019,V ugm-3 (Ref.eq),21.815,V ugm-3 (FIDAS),17.293,V ugm-3 (Ref.eq),21.7,V ugm-3 (FIDAS),17.901,V ugm-3 (Ref.eq),23.9,V ugm-3 (FIDAS),19.623,V ugm-3 (Ref.eq),0.267766,V mgm-3,21.256,V ugm-3 (Ref.eq),14,V ugm-3 (BAM),0.186272,V mgm-3,23.5,V ugm-3 (FIDAS),19.151,V ugm-3 (Ref.eq),26.275,V ugm-3 (FIDAS),21.368,V ugm-3 (Ref.eq),19,V ugm-3 (BAM)
2023-04-17,24:00:00,27,V ugm-3 (FIDAS),21.793,V ugm-3 (Ref.eq),24.125,V ugm-3 (FIDAS),19.104,V ugm-3 (Ref.eq),23.2,V ugm-3 (FIDAS),19.057,V ugm-3 (Ref.eq),24.198,V ugm-3 (FIDAS),19.399,V ugm-3 (Ref.eq),24.4,V ugm-3 (FIDAS),19.34,V ugm-3 (Ref.eq),24,V ugm-3 (FIDAS),18.962,V ugm-3 (Ref.eq),0.221198,V mgm-3,22.223,V ugm-3 (Ref.eq),27,V ugm-3 (BAM),0.17463,V mgm-3,23.4,V ugm-3 (FIDAS),19.151,V ugm-3 (Ref.eq),28.35,V ugm-3 (FIDAS),23.373,V ugm-3 (Ref.eq),21,V ugm-3 (BAM)
2023-04-18,01:00:00,27.4,V ugm-3 (FIDAS),22.642,V ugm-3 (Ref.eq),24,V ugm-3 (FIDAS),19.387,V ugm-3 (Ref.eq),23.2,V ugm-3 (FIDAS),19.245,V ugm-3 (Ref.eq),27.603,V ugm-3 (FIDAS),20.05,V ugm-3 (Ref.eq),23.575,V ugm-3 (FIDAS),19.175,V ugm-3 (Ref.eq),25.1,V ugm-3 (FIDAS),19.811,V ugm-3 (Ref.eq),0.221198,V mgm-3,22.223,V ugm-3 (Ref.eq),23,V ugm-3 (BAM),0.17463,V mgm-3,24.5,V ugm-3 (FIDAS),19.811,V ugm-3 (Ref.eq),28.125,V ugm-3 (FIDAS),22.335,V ugm-3 (Ref.eq),17,V ugm-3 (BAM)
2023-04-18,02:00:00,25.4,V ugm-3 (FIDAS),21.415,V ugm-3 (Ref.eq),23.525,V ugm-3 (FIDAS),19.458,V ugm-3 (Ref.eq),22.5,V ugm-3 (FIDAS),18.679,V ugm-3 (Ref.eq),26.13,V ugm-3 (FIDAS),20.644,V ugm-3 (Ref.eq),25.925,V ugm-3 (FIDAS),21.038,V ugm-3 (Ref.eq),23.5,V ugm-3 (FIDAS),19.151,V ugm-3 (Ref.eq),0.197914,V mgm-3,16.425,V ugm-3 (Ref.eq),24,V ugm-3 (BAM),0.17463,V mgm-3,24.6,V ugm-3 (FIDAS),20.472,V ugm-3 (Ref.eq),28,V ugm-3 (FIDAS),22.807,V ugm-3 (Ref.eq),19,V ugm-3 (BAM)
2023-04-18,03:00:00,25.1,V ugm-3 (FIDAS),21.321,V ugm-3 (Ref.eq),22.825,V ugm-3 (FIDAS),18.915,V ugm-3 (Ref.eq),21.7,V ugm-3 (FIDAS),18.396,V ugm-3 (Ref.eq),24.088,V ugm-3 (FIDAS),20.132,V ugm-3 (Ref.eq),26.625,V ugm-3 (FIDAS),20.92,V ugm-3 (Ref.eq),23,V ugm-3 (FIDAS),19.057,V ugm-3 (Ref.eq),0.197914,V mgm-3,22.223,V ugm-3 (Ref.eq),22,V ugm-3 (BAM),0.17463,V mgm-3,23.8,V ugm-3 (FIDAS),20,V ugm-3 (Ref.eq),27.8,V ugm-3 (FIDAS),22.642,V ugm-3 (Ref.eq),18,V ugm-3 (BAM)
2023-04-18,04:00:00,24.1,V ugm-3 (FIDAS),20,V ugm-3 (Ref.eq),22,V ugm-3 (FIDAS),18.443,V ugm-3 (Ref.eq),21.1,V ugm-3 (FIDAS),17.453,V ugm-3 (Ref.eq),23.243,V ugm-3 (FIDAS),19.255,V ugm-3 (Ref.eq),23.225,V ugm-3 (FIDAS),19.363,V ugm-3 (Ref.eq),22.9,V ugm-3 (FIDAS),18.491,V ugm-3 (Ref.eq),0.197914,V mgm-3,21.256,V ugm-3 (Ref.eq),23,V ugm-3 (BAM),0.17463,V mgm-3,24,V ugm-3 (FIDAS),19.811,V ugm-3 (Ref.eq),26.525,V ugm-3 (FIDAS),21.958,V ugm-3 (Ref.eq),20,V ugm-3 (BAM)
2023-04-18,05:00:00,24.6,V ugm-3 (FIDAS),20,V ugm-3 (Ref.eq),22.675,V ugm-3 (FIDAS),18.726,V ugm-3 (Ref.eq),20.6,V ugm-3 (FIDAS),17.264,V ugm-3 (Ref.eq),22.61,V ugm-3 (FIDAS),18.505,V ugm-3 (Ref.eq),26.85,V ugm-3 (FIDAS),19.41,V ugm-3 (Ref.eq),21.3,V ugm-3 (FIDAS),17.076,V ugm-3 (Ref.eq),0.186272,V mgm-3,26.087,V ugm-3 (Ref.eq),21,V ugm-3 (BAM),0.17463,V mgm-3,23.2,V ugm-3 (FIDAS),19.057,V ugm-3 (Ref.eq),26.175,V ugm-3 (FIDAS),21.462,V ugm-3 (Ref.eq),19,V ugm-3 (BAM)
2023-04-18,06:00:00,27.4,V ugm-3 (FIDAS),21.793,V ugm-3 (Ref.eq),24.85,V ugm-3 (FIDAS),18.514,V ugm-3 (Ref.eq),22.1,V ugm-3 (FIDAS),18.396,V ugm-3 (Ref.eq),22.988,V ugm-3 (FIDAS),17.951,V ugm-3 (Ref.eq),23.825,V ugm-3 (FIDAS),18.42,V ugm-3 (Ref.eq),22.8,V ugm-3 (FIDAS),18.113,V ugm-3 (Ref.eq),0.197914,V mgm-3,19.324,V ugm-3 (Ref.eq),20,V ugm-3 (BAM),0.186272,V mgm-3,22.9,V ugm-3 (FIDAS),18.679,V ugm-3 (Ref.eq),25.675,V ugm-3 (FIDAS),20.708,V ugm-3 (Ref.eq),21,V ugm-3 (BAM)
2023-04-18,07:00:00,33.2,V ugm-3 (FIDAS),23.491,V ugm-3 (Ref.eq),27.8,V ugm-3 (FIDAS),20.425,V ugm-3 (Ref.eq),24.5,V ugm-3 (FIDAS),19.811,V ugm-3 (Ref.eq),25.7,V ugm-3 (FIDAS),18.573,V ugm-3 (Ref.eq),29.65,V ugm-3 (FIDAS),19.175,V ugm-3 (Ref.eq),25,V ugm-3 (FIDAS),19.151,V ugm-3 (Ref.eq),0.209556,V mgm-3,19.324,V ugm-3 (Ref.eq),22,V ugm-3 (BAM),0.197914,V mgm-3,26,V ugm-3 (FIDAS),19.623,V ugm-3 (Ref.eq),27.35,V ugm-3 (FIDAS),21.156,V ugm-3 (Ref.eq),17,V ugm-3 (BAM)
2023-04-18,08:00:00,35.6,V ugm-3 (FIDAS),23.868,V ugm-3 (Ref.eq),31.95,V ugm-3 (FIDAS),21.934,V ugm-3 (Ref.eq),26.3,V ugm-3 (FIDAS),20.094,V ugm-3 (Ref.eq),27.218,V ugm-3 (FIDAS),19.974,V ugm-3 (Ref.eq),33.475,V ugm-3 (FIDAS),20.755,V ugm-3 (Ref.eq),27.6,V ugm-3 (FIDAS),20.189,V ugm-3 (Ref.eq),0.23284,V mgm-3,22.223,V ugm-3 (Ref.eq),23,V ugm-3 (BAM),0.197914,V mgm-3,30.8,V ugm-3 (FIDAS),21.132,V ugm-3 (Ref.eq),29.85,V ugm-3 (FIDAS),22.83,V ugm-3 (Ref.eq),22,V ugm-3 (BAM)
2023-04-18,09:00:00,29,V ugm-3 (FIDAS),19.906,V ugm-3 (Ref.eq),32.55,V ugm-3 (FIDAS),20.024,V ugm-3 (Ref.eq),23.5,V ugm-3 (FIDAS),16.51,V ugm-3 (Ref.eq),27.538,V ugm-3 (FIDAS),19.507,V ugm-3 (Ref.eq),37.35,V ugm-3 (FIDAS),20.59,V ugm-3 (Ref.eq),26.6,V ugm-3 (FIDAS),18.113,V ugm-3 (Ref.eq),0.23284,V mgm-3,27.054,V ugm-3 (Ref.eq),28,V ugm-3 (BAM),0.209556,V mgm-3,31.7,V ugm-3 (FIDAS),20.377,V ugm-3 (Ref.eq),31.4,V ugm-3 (FIDAS),22.193,V ugm-3 (Ref.eq),21,V ugm-3 (BAM)
2023-04-18,10:00:00,26.1,V ugm-3 (FIDAS),17.076,V ugm-3 (Ref.eq),28.825,V ugm-3 (FIDAS),16.368,V ugm-3 (Ref.eq),21.3,V ugm-3 (FIDAS),14.623,V ugm-3 (Ref.eq),27.358,V ugm-3 (FIDAS),17.623,V ugm-3 (Ref.eq),37.125,V ugm-3 (FIDAS),19.057,V ugm-3 (Ref.eq),25.5,V ugm-3 (FIDAS),15.283,V ugm-3 (Ref.eq),0.209556,V mgm-3,30.918,V ugm-3 (Ref.eq),17,V ugm-3 (BAM),0.221198,V mgm-3,27,V ugm-3 (FIDAS),16.793,V ugm-3 (Ref.eq),29.075,V ugm-3 (FIDAS),19.08,V ugm-3 (Ref.eq),17,V ugm-3 (BAM)
2023-04-18,11:00:00,21.9,V ugm-3 (FIDAS),12.264,V ugm-3 (Ref.eq),30.675,V ugm-3 (FIDAS),15.543,V ugm-3 (Ref.eq),19.4,V ugm-3 (FIDAS),11.321,V ugm-3 (Ref.eq),27.863,V ugm-3 (FIDAS),15.701,V ugm-3 (Ref.eq),26.3,V ugm-3 (FIDAS),15.307,V ugm-3 (Ref.eq),27,V ugm-3 (FIDAS),15.094,V ugm-3 (Ref.eq),0.221198,V mgm-3,22.223,V ugm-3 (Ref.eq),19,V ugm-3 (BAM),0.209556,V mgm-3,28.5,V ugm-3 (FIDAS),16.132,V ugm-3 (Ref.eq),25.675,V ugm-3 (FIDAS),16.462,V ugm-3 (Ref.eq),16,V ugm-3 (BAM)
2023-04-18,12:00:00,21.9,V ugm-3 (FIDAS),12.076,V ugm-3 (Ref.eq),24.225,V ugm-3 (FIDAS),12.948,V ugm-3 (Ref.eq),15.1,V ugm-3 (FIDAS),9.717,V ugm-3 (Ref.eq),26.79,V ugm-3 (FIDAS),15.307,V ugm-3 (Ref.eq),25.775,V ugm-3 (FIDAS),14.693,V ugm-3 (Ref.eq),20.5,V ugm-3 (FIDAS),11.226,V ugm-3 (Ref.eq),0.209556,V mgm-3,22.223,V ugm-3 (Ref.eq),14,V ugm-3 (BAM),0.209556,V mgm-3,23.2,V ugm-3 (FIDAS),13.019,V ugm-3 (Ref.eq),23.625,V ugm-3 (FIDAS),14.293,V ugm-3 (Ref.eq),19,V ugm-3 (BAM)
2023-04-18,13:00:00,20.1,V ugm-3 (FIDAS),11.981,V ugm-3 (Ref.eq),20.3,V ugm-3 (FIDAS),9.222,V ugm-3 (Ref.eq),14.5,V ugm-3 (FIDAS),9.528,V ugm-3 (Ref.eq),19.85,V ugm-3 (FIDAS),9.565,V ugm-3 (Ref.eq),20.15,V ugm-3 (FIDAS),9.835,V ugm-3 (Ref.eq),16.9,V ugm-3 (FIDAS),9.623,V ugm-3 (Ref.eq),0.209556,V mgm-3,17.392,V ugm-3 (Ref.eq),11,V ugm-3 (BAM),0.197914,V mgm-3,18.1,V ugm-3 (FIDAS),8.585,V ugm-3 (Ref.eq),21.6,V ugm-3 (FIDAS),11.109,V ugm-3 (Ref.eq),8,V ugm-3 (BAM)
2023-04-18,14:00:00,16.2,V ugm-3 (FIDAS),9.434,V ugm-3 (Ref.eq),18.875,V ugm-3 (FIDAS),9.528,V ugm-3 (Ref.eq),12.8,V ugm-3 (FIDAS),7.359,V ugm-3 (Ref.eq),18.065,V ugm-3 (FIDAS),9.029,V ugm-3 (Ref.eq),16.875,V ugm-3 (FIDAS),8.868,V ugm-3 (Ref.eq),14.4,V ugm-3 (FIDAS),7.642,V ugm-3 (Ref.eq),0.221198,V mgm-3,16.425,V ugm-3 (Ref.eq),15,V ugm-3 (BAM),0.209556,V mgm-3,18.9,V ugm-3 (FIDAS),9.34,V ugm-3 (Ref.eq),17.55,V ugm-3 (FIDAS),9.269,V ugm-3 (Ref.eq),10,V ugm-3 (BAM)
2023-04-18,15:00:00,16.9,V ugm-3 (FIDAS),9.151,V ugm-3 (Ref.eq),18.85,V ugm-3 (FIDAS),8.679,V ugm-3 (Ref.eq),11.7,V ugm-3 (FIDAS),7.453,V ugm-3 (Ref.eq),19.11,V ugm-3 (FIDAS),9.118,V ugm-3 (Ref.eq),16.475,V ugm-3 (FIDAS),9.033,V ugm-3 (Ref.eq),14,V ugm-3 (FIDAS),6.887,V ugm-3 (Ref.eq),0.23284,V mgm-3,17.392,V ugm-3 (Ref.eq),9,V ugm-3 (BAM),0.221198,V mgm-3,16.7,V ugm-3 (FIDAS),8.302,V ugm-3 (Ref.eq),17.975,V ugm-3 (FIDAS),8.986,V ugm-3 (Ref.eq),10,V ugm-3 (BAM)
2023-04-18,16:00:00,24.4,V ugm-3 (FIDAS),15.094,V ugm-3 (Ref.eq),18.825,V ugm-3 (FIDAS),9.929,V ugm-3 (Ref.eq),16.9,V ugm-3 (FIDAS),12.547,V ugm-3 (Ref.eq),20.16,V ugm-3 (FIDAS),9.784,V ugm-3 (Ref.eq),18.7,V ugm-3 (FIDAS),9.764,V ugm-3 (Ref.eq),17.5,V ugm-3 (FIDAS),10.377,V ugm-3 (Ref.eq),0.244482,V mgm-3,27.054,V ugm-3 (Ref.eq),14,V ugm-3 (BAM),0.221198,V mgm-3,17.6,V ugm-3 (FIDAS),9.34,V ugm-3 (Ref.eq),17.975,V ugm-3 (FIDAS),8.892,V ugm-3 (Ref.eq),12,V ugm-3 (BAM)
2023-04-18,17:00:00,26.2,V ugm-3 (FIDAS),18.302,V ugm-3 (Ref.eq),20.6,V ugm-3 (FIDAS),13.09,V ugm-3 (Ref.eq),22.3,V ugm-3 (FIDAS),15.943,V ugm-3 (Ref.eq),18.105,V ugm-3 (FIDAS),10.727,V ugm-3 (Ref.eq),17,V ugm-3 (FIDAS),10.778,V ugm-3 (Ref.eq),22.5,V ugm-3 (FIDAS),15.755,V ugm-3 (Ref.eq),0.279408,V mgm-3,24.155,V ugm-3 (Ref.eq),10,V ugm-3 (BAM),0.209556,V mgm-3,19.4,V ugm-3 (FIDAS),12.453,V ugm-3 (Ref.eq),22.8,V ugm-3 (FIDAS),13.656,V ugm-3 (Ref.eq),14,V ugm-3 (BAM)
2023-04-18,18:00:00,25.8,V ugm-3 (FIDAS),17.736,V ugm-3 (Ref.eq),24.45,V ugm-3 (FIDAS),15.071,V ugm-3 (Ref.eq),20.3,V ugm-3 (FIDAS),14.34,V ugm-3 (Ref.eq),20.623,V ugm-3 (FIDAS),13.104,V ugm-3 (Ref.eq),20.025,V ugm-3 (FIDAS),13.255,V ugm-3 (Ref.eq),23.2,V ugm-3 (FIDAS),15.66,V ugm-3 (Ref.eq),0.267766,V mgm-3,22.223,V ugm-3 (Ref.eq),20,V ugm-3 (BAM),0.23284,V mgm-3,21.2,V ugm-3 (FIDAS),14.623,V ugm-3 (Ref.eq),26.275,V ugm-3 (FIDAS),17.854,V ugm-3 (Ref.eq),10,V ugm-3 (BAM)
2023-04-18,19:00:00,23.7,V ugm-3 (FIDAS),16.604,V ugm-3 (Ref.eq),22.85,V ugm-3 (FIDAS),14.623,V ugm-3 (Ref.eq),19.9,V ugm-3 (FIDAS),13.868,V ugm-3 (Ref.eq),31.055,V ugm-3 (FIDAS),16.413,V ugm-3 (Ref.eq),20.9,V ugm-3 (FIDAS),14.576,V ugm-3 (Ref.eq),21.4,V ugm-3 (FIDAS),14.151,V ugm-3 (Ref.eq),0.267766,V mgm-3,21.256,V ugm-3 (Ref.eq),16,V ugm-3 (BAM),0.221198,V mgm-3,22.1,V ugm-3 (FIDAS),15,V ugm-3 (Ref.eq),26.025,V ugm-3 (FIDAS),18.326,V ugm-3 (Ref.eq),15,V ugm-3 (BAM)
2023-04-18,20:00:00,24.7,V ugm-3 (FIDAS),17.642,V ugm-3 (Ref.eq),21.975,V ugm-3 (FIDAS),15,V ugm-3 (Ref.eq),20.9,V ugm-3 (FIDAS),14.717,V ugm-3 (Ref.eq),31.803,V ugm-3 (FIDAS),15.918,V ugm-3 (Ref.eq),19.55,V ugm-3 (FIDAS),13.703,V ugm-3 (Ref.eq),22.6,V ugm-3 (FIDAS),14.528,V ugm-3 (Ref.eq),0.244482,V mgm-3,25.121,V ugm-3 (Ref.eq),16,V ugm-3 (BAM),0.23284,V mgm-3,20.2,V ugm-3 (FIDAS),14.528,V ugm-3 (Ref.eq),24.125,V ugm-3 (FIDAS),17.028,V ugm-3 (Ref.eq),12,V ugm-3 (BAM)
2023-04-18,21:00:00,25.8,V ugm-3 (FIDAS),18.491,V ugm-3 (Ref.eq),21.7,V ugm-3 (FIDAS),15.354,V ugm-3 (Ref.eq),21.4,V ugm-3 (FIDAS),15.472,V ugm-3 (Ref.eq),20.813,V ugm-3 (FIDAS),13.908,V ugm-3 (Ref.eq),18.7,V ugm-3 (FIDAS),12.925,V ugm-3 (Ref.eq),23.9,V ugm-3 (FIDAS),15.66,V ugm-3 (Ref.eq),0.23284,V mgm-3,18.358,V ugm-3 (Ref.eq),14,V ugm-3 (BAM),0.221198,V mgm-3,20.4,V ugm-3 (FIDAS),15.094,V ugm-3 (Ref.eq),24.05,V ugm-3 (FIDAS),16.25,V ugm-3 (Ref.eq),12,V ugm-3 (BAM)
2023-04-18,22:00:00,30.3,V ugm-3 (FIDAS),20.283,V ugm-3 (Ref.eq),27,V ugm-3 (FIDAS),18.043,V ugm-3 (Ref.eq),23.5,V ugm-3 (FIDAS),16.981,V ugm-3 (Ref.eq),22.69,V ugm-3 (FIDAS),16.019,V ugm-3 (Ref.eq),23.05,V ugm-3 (FIDAS),16.156,V ugm-3 (Ref.eq),26.2,V ugm-3 (FIDAS),17.359,V ugm-3 (Ref.eq),0.209556,V mgm-3,23.189,V ugm-3 (Ref.eq),23,V ugm-3 (BAM),0.209556,V mgm-3,26.2,V ugm-3 (FIDAS),18.585,V ugm-3 (Ref.eq),26.525,V ugm-3 (FIDAS),18.561,V ugm-3 (Ref.eq),20,V ugm-3 (BAM)
